n_hidden,learning_rate,reg_lambda,l1_lambda,dropout_rate,momentum,activation,optimizer,lr_decay,batch_size,weight_init,init_range,patience,val_loss,val_accuracy
"[80, 60]",0.00026826957952797245,0.0001,0.0,0.0,0.7,leaky_relu,adam,0.0,32,glorot,"(-0.05, 0.05)",50,0.13788218155947796,0.7634919363169946
"[150, 100, 50]",0.001,0.0001,0.001,0.0,0.8,elu,adamw,0.0001,32,xavier,"(-0.05, 0.05)",50,0.17206604831575334,0.7419936612126361
"[100, 70]",0.0007196856730011522,1e-05,1e-05,0.0,0.8,relu,adamw,0.0,32,xavier,"(-0.05, 0.05)",50,0.13964863157642904,0.7537424224620446
"[60, 60]",0.001,0.0,0.0,0.0,0.9,elu,adam,0.0,32,orthogonal,"(-0.05, 0.05)",150,0.20579183191274736,0.908102044151975
"[120, 80]",0.0007196856730011522,0.001,0.0,0.1,0.7,leaky_relu,adam,0.0,32,glorot,"(-0.05, 0.05)",150,0.18046967124879204,0.8891647560104833
