Epoch,Train Loss,Train Accuracy,Validation Loss,Validation Accuracy
1,25.694392,51.3850,16.029223,32.0544
2,10.896385,21.7806,3.455918,6.9005
3,3.608617,7.1969,1.688585,3.3667
4,1.540566,3.0637,0.857233,1.7041
5,0.807170,1.5945,0.653140,1.2940
6,0.616670,1.2112,0.508660,1.0042
7,0.519217,1.0148,0.347028,0.6803
8,0.592976,1.1620,0.568925,1.1242
9,0.530538,1.0372,0.372516,0.7314
10,0.480575,0.9374,0.478966,0.9444
11,0.507890,0.9926,0.338313,0.6637
12,0.464794,0.9070,0.361362,0.7100
13,0.479151,0.9360,0.427926,0.8431
14,0.483799,0.9455,0.336297,0.6600
15,0.449354,0.8767,0.391544,0.7706
16,0.480531,0.9392,0.399648,0.7867
17,0.462906,0.9038,0.333936,0.6553
18,0.463235,0.9046,0.389641,0.7669
19,0.494539,0.9674,0.372213,0.7320
20,0.460795,0.8999,0.405185,0.7978
21,0.541161,1.0603,0.364636,0.7166
22,0.512840,1.0034,0.409988,0.8074
23,0.476914,0.9316,0.342271,0.6717
24,0.442989,0.8635,0.383098,0.7535
25,0.434091,0.8459,0.374261,0.7356
26,0.477084,0.9318,0.338093,0.6634
27,0.468601,0.9147,0.384818,0.7568
28,0.486108,0.9496,0.379452,0.7460
29,0.483088,0.9438,0.317264,0.6218
30,0.488288,0.9541,0.512699,1.0125
31,0.500382,0.9784,0.372030,0.7314
32,0.501874,0.9813,0.349711,0.6865
33,0.513741,1.0050,0.354346,0.6956
34,0.481874,0.9406,0.331358,0.6496
35,0.451668,0.8806,0.336095,0.6592
36,0.438507,0.8542,0.336248,0.6595
37,0.415697,0.8089,0.346080,0.6795
38,0.444290,0.8664,0.348104,0.6837
39,0.461076,0.9004,0.367847,0.7232
40,0.510544,0.9991,0.359057,0.7055
41,0.448096,0.8743,0.328493,0.6445
42,0.432247,0.8426,0.374415,0.7364
43,0.455076,0.8884,0.333380,0.6541
44,0.470132,0.9182,0.346570,0.6805
45,0.456028,0.8898,0.365133,0.7176
46,0.434352,0.8465,0.343205,0.6736
47,0.482362,0.9425,0.334399,0.6562
48,0.429770,0.8374,0.325293,0.6380
49,0.439347,0.8565,0.316894,0.6210
50,0.424447,0.8264,0.324458,0.6361
51,0.435969,0.8495,0.420943,0.8292
52,0.509564,0.9968,0.480546,0.9482
53,0.484419,0.9464,0.356508,0.7000
54,0.489482,0.9564,0.369630,0.7264
55,0.481732,0.9405,0.358628,0.7041
56,0.411106,0.7991,0.349284,0.6852
57,0.410353,0.7972,0.341732,0.6699
58,0.388948,0.7538,0.322077,0.6303
59,0.389158,0.7541,0.392117,0.7705
60,0.418071,0.8120,0.314161,0.6144
61,0.388708,0.7531,0.325662,0.6373
62,0.374362,0.7239,0.291554,0.5689
63,0.360411,0.6958,0.306220,0.5978
64,0.332121,0.6382,0.282266,0.5495
65,0.323199,0.6197,0.287914,0.5603
66,0.334168,0.6410,0.292845,0.5699
67,0.315704,0.6036,0.278143,0.5403
68,0.309708,0.5912,0.305811,0.5955
69,0.365358,0.7027,0.283530,0.5511
70,0.323366,0.6189,0.311315,0.6069
71,0.306991,0.5861,0.269752,0.5234
72,0.312010,0.5957,0.265925,0.5156
73,0.301599,0.5746,0.276584,0.5368
74,0.300812,0.5728,0.256664,0.4967
75,0.301942,0.5749,0.289667,0.5626
76,0.305160,0.5808,0.261424,0.5056
77,0.293586,0.5564,0.244379,0.4708
78,0.292475,0.5535,0.255870,0.4937
79,0.282654,0.5338,0.254429,0.4909
80,0.289805,0.5482,0.227151,0.4363
81,0.280928,0.5301,0.249119,0.4801
82,0.292972,0.5544,0.290711,0.5637
83,0.310432,0.5898,0.280725,0.5438
84,0.306575,0.5826,0.248357,0.4793
85,0.283334,0.5361,0.249206,0.4811
86,0.284702,0.5391,0.247305,0.4772
87,0.299572,0.5688,0.235019,0.4527
88,0.297649,0.5650,0.242897,0.4684
89,0.292468,0.5542,0.247449,0.4774
90,0.284827,0.5391,0.259641,0.5018
91,0.296003,0.5613,0.252034,0.4866
92,0.293701,0.5570,0.237556,0.4578
93,0.278123,0.5260,0.257551,0.4979
94,0.275411,0.5208,0.244362,0.4716
95,0.279849,0.5297,0.223305,0.4295
96,0.281624,0.5336,0.263319,0.5097
97,0.290339,0.5511,0.250513,0.4842
98,0.275687,0.5221,0.263418,0.5101
99,0.272786,0.5163,0.254497,0.4923
100,0.296114,0.5628,0.257551,0.4985
1,22.396968,0.6250,2.204074,0.8200
2,1.944751,0.8250,0.908077,0.8400
3,0.742996,0.8500,0.372969,0.8000
4,0.534644,0.8450,0.356376,0.8400
5,0.514929,0.8400,0.556372,0.8400
6,0.528878,0.8700,0.521343,0.8400
7,0.489737,0.8600,0.465625,0.8400
8,0.586869,0.8400,0.425915,0.8200
9,0.516639,0.8800,0.464468,0.8400
10,0.579868,0.8450,0.406291,0.8400
11,0.517335,0.8800,0.481579,0.8400
12,0.628074,0.8450,0.785774,0.8400
13,0.604049,0.8650,0.468328,0.8200
14,0.535818,0.8500,0.377476,0.8400
15,0.507601,0.8650,0.388887,0.8400
16,0.554218,0.8600,0.602886,0.8400
17,0.606416,0.8800,0.850447,0.8400
18,0.633802,0.8400,1.025568,0.8400
19,0.738728,0.8600,0.426981,0.8400
20,0.483629,0.9050,0.419423,0.8800
21,0.496664,0.8750,0.575529,0.8400
22,0.557057,0.8400,0.469804,0.8400
23,0.474045,0.8750,0.661966,0.8400
1,22.396968,0.6250,2.204074,0.8200
2,1.944751,0.8250,0.908077,0.8400
3,0.742996,0.8500,0.372969,0.8000
4,0.534644,0.8450,0.356376,0.8400
5,0.514929,0.8400,0.556372,0.8400
6,0.528878,0.8700,0.521343,0.8400
7,0.489737,0.8600,0.465625,0.8400
8,0.586869,0.8400,0.425915,0.8200
9,0.516639,0.8800,0.464468,0.8400
10,0.579868,0.8450,0.406291,0.8400
11,0.517335,0.8800,0.481579,0.8400
12,0.628074,0.8450,0.785774,0.8400
13,0.604049,0.8650,0.468328,0.8200
14,0.535818,0.8500,0.377476,0.8400
15,0.507601,0.8650,0.388887,0.8400
16,0.554218,0.8600,0.602886,0.8400
17,0.606416,0.8800,0.850447,0.8400
18,0.633802,0.8400,1.025568,0.8400
19,0.738728,0.8600,0.426981,0.8400
20,0.483629,0.9050,0.419423,0.8800
21,0.496664,0.8750,0.575529,0.8400
22,0.557057,0.8400,0.469804,0.8400
23,0.474045,0.8750,0.661966,0.8400
1,22.396968,0.6250,2.204074,0.8200
2,1.944751,0.8250,0.908077,0.8400
3,0.742996,0.8500,0.372969,0.8000
4,0.534644,0.8450,0.356376,0.8400
5,0.514929,0.8400,0.556372,0.8400
6,0.528878,0.8700,0.521343,0.8400
7,0.489737,0.8600,0.465625,0.8400
8,0.586869,0.8400,0.425915,0.8200
9,0.516639,0.8800,0.464468,0.8400
10,0.579868,0.8450,0.406291,0.8400
11,0.517335,0.8800,0.481579,0.8400
12,0.628074,0.8450,0.785774,0.8400
13,0.604049,0.8650,0.468328,0.8200
14,0.535818,0.8500,0.377476,0.8400
15,0.507601,0.8650,0.388887,0.8400
16,0.554218,0.8600,0.602886,0.8400
17,0.606416,0.8800,0.850447,0.8400
18,0.633802,0.8400,1.025568,0.8400
19,0.738728,0.8600,0.426981,0.8400
20,0.483629,0.9050,0.419423,0.8800
21,0.496664,0.8750,0.575529,0.8400
22,0.557057,0.8400,0.469804,0.8400
23,0.474045,0.8750,0.661966,0.8400
1,22.396968,0.6250,2.204074,0.8200
