n_hidden,learning_rate,reg_lambda,l1_lambda,dropout_rate,momentum,activation,optimizer,lr_decay,batch_size,weight_init,init_range,patience,val_loss,val_accuracy,trial_number
[5],0.03,0.006,0.002,0.15000000000000002,0.6,relu,adam,0.03,32,glorot,"(-0.7, 0.7)",30,0.26688529238786407,0.88,79
[6],0.16999999999999998,0.0,0.004,0.15000000000000002,0.8999999999999999,sigmoid,sgd,0.04,8,glorot,"(-0.7, 0.7)",10,0.3161988540531179,0.84,80
[3],0.08999999999999998,0.006,0.004,0.05,0.7999999999999999,relu,adam,0.0,32,he,"(-0.1, 0.1)",10,0.28160450628140704,0.88,81
[6],0.06999999999999999,0.004,0.008,0.2,0.7,tanh,sgd,0.03,32,glorot,"(-0.7, 0.7)",20,0.4565025481333606,0.88,82
[4],0.01,0.01,0.002,0.05,0.7,leaky_relu,adam,0.03,32,range,"(-0.1, 0.1)",10,0.45355803552816115,0.84,83
[3],0.16999999999999998,0.018000000000000002,0.004,0.05,0.7999999999999999,tanh,sgd,0.02,16,xavier,"(-0.1, 0.1)",10,0.276011525186509,0.88,84
[5],0.18999999999999997,0.018000000000000002,0.0,0.0,0.7999999999999999,sigmoid,sgd,0.04,32,he,"(-0.5, 0.5)",20,0.5929897064700687,0.76,85
[4],0.15,0.014,0.002,0.2,0.5,leaky_relu,sgd,0.02,8,he,"(-0.7, 0.7)",20,0.27151747366445933,0.92,86
[3],0.01,0.018000000000000002,0.004,0.25,0.7,relu,sgd,0.01,8,he,"(-0.5, 0.5)",30,0.635992194887165,0.52,87
[5],0.12999999999999998,0.008,0.0,0.1,0.6,leaky_relu,adam,0.03,32,he,"(-0.1, 0.1)",20,0.16872155702198974,0.88,88
[5],0.01,0.008,0.004,0.05,0.6,relu,sgd,0.04,32,range,"(-0.1, 0.1)",20,0.6929239843086585,0.56,89
[6],0.15,0.014,0.008,0.25,0.7999999999999999,leaky_relu,adam,0.0,64,glorot,"(-0.7, 0.7)",30,0.4112357795920583,0.92,90
[6],0.03,0.002,0.004,0.05,0.6,relu,sgd,0.04,8,range,"(-0.1, 0.1)",20,0.496508296233253,0.88,91
[5],0.01,0.002,0.004,0.25,0.5,leaky_relu,adam,0.01,8,range,"(-0.7, 0.7)",30,0.3665616327802447,0.88,92
[3],0.10999999999999997,0.004,0.004,0.15000000000000002,0.7999999999999999,relu,sgd,0.0,16,glorot,"(-0.7, 0.7)",10,0.20193885304664078,1.0,93
[4],0.03,0.008,0.008,0.15000000000000002,0.5,relu,sgd,0.01,64,range,"(-0.5, 0.5)",20,0.6835435284189332,0.68,94
[4],0.10999999999999997,0.002,0.002,0.05,0.6,sigmoid,adam,0.02,16,range,"(-0.7, 0.7)",30,0.27631747492192754,0.92,95
[6],0.06999999999999999,0.006,0.004,0.05,0.8999999999999999,sigmoid,adam,0.0,16,xavier,"(-0.5, 0.5)",30,0.1928891403954845,0.96,96
[5],0.049999999999999996,0.018000000000000002,0.002,0.2,0.6,tanh,adam,0.02,8,range,"(-0.7, 0.7)",20,0.09957937737110995,1.0,97
[6],0.03,0.0,0.002,0.0,0.8999999999999999,relu,sgd,0.01,32,xavier,"(-0.5, 0.5)",20,0.46555960386112205,0.8,98
[4],0.06999999999999999,0.002,0.008,0.0,0.7999999999999999,sigmoid,sgd,0.03,64,range,"(-0.7, 0.7)",20,0.7262102695443368,0.48,99
[5],0.01,0.014,0.0,0.2,0.6,relu,adam,0.02,16,he,"(-0.1, 0.1)",10,0.3290285416763343,1.0,100
