Epoch,Train Loss,Train Accuracy,Validation Loss,Validation Accuracy
1,0.648958,0.6327,0.536678,0.7500
2,0.466385,0.8061,0.384652,0.8333
3,0.324147,0.8571,0.516797,0.7917
4,0.340703,0.8469,0.434027,0.8750
5,0.315184,0.8878,0.350721,0.9167
6,0.248079,0.9388,0.335820,0.9167
7,0.228575,0.9388,0.350559,0.9167
8,0.217503,0.9388,0.348124,0.9167
9,0.193616,0.9388,0.330364,0.9167
10,0.158479,0.9490,0.285318,0.9167
11,0.144008,0.9388,0.351453,0.9167
12,0.126186,0.9388,0.325156,0.9167
13,0.115544,0.9694,0.317120,0.9167
14,0.104469,0.9694,0.366047,0.9167
15,0.101374,0.9592,0.331209,0.9167
16,0.095258,0.9694,0.438199,0.9167
17,0.156484,0.9592,0.411287,0.9167
18,0.158539,0.9592,0.248771,0.9583
19,0.196612,0.9184,0.187047,0.9167
20,0.159711,0.9286,0.290910,0.9167
21,0.132995,0.9490,0.315700,0.9167
22,0.125902,0.9694,0.282624,0.9167
23,0.102842,0.9694,0.249309,0.9167
24,0.086028,0.9694,0.184883,0.9583
25,0.065211,0.9796,0.244180,0.9167
26,0.060584,0.9796,0.239571,0.9167
27,0.041969,0.9898,0.227370,0.9583
28,0.040023,0.9898,0.262331,0.9167
29,0.036274,0.9898,0.264989,0.9167
30,0.033515,0.9898,0.261744,0.9167
31,0.032407,0.9898,0.231084,0.9167
32,0.030700,0.9898,0.241586,0.9167
33,0.026625,0.9898,0.257061,0.9167
34,0.024049,0.9898,0.272796,0.9167
35,0.022212,0.9898,0.232817,0.9583
36,0.052196,0.9694,0.316467,0.9167
37,0.041059,0.9796,0.495856,0.9167
38,0.029466,0.9898,0.480820,0.9167
39,0.027439,0.9898,0.459760,0.9167
40,0.024407,0.9898,0.443495,0.9167
41,0.019666,0.9898,0.439158,0.9167
42,0.018344,0.9898,0.406702,0.9167
43,0.015355,1.0000,0.358637,0.9167
1,0.648958,0.6327,0.536678,0.7500
2,0.466385,0.8061,0.384652,0.8333
3,0.324147,0.8571,0.516797,0.7917
4,0.340703,0.8469,0.434027,0.8750
5,0.315184,0.8878,0.350721,0.9167
6,0.248079,0.9388,0.335820,0.9167
7,0.228575,0.9388,0.350559,0.9167
8,0.217503,0.9388,0.348124,0.9167
9,0.193616,0.9388,0.330364,0.9167
10,0.158479,0.9490,0.285318,0.9167
11,0.144008,0.9388,0.351453,0.9167
12,0.126186,0.9388,0.325156,0.9167
13,0.115544,0.9694,0.317120,0.9167
14,0.104469,0.9694,0.366047,0.9167
15,0.101374,0.9592,0.331209,0.9167
16,0.095258,0.9694,0.438199,0.9167
17,0.156484,0.9592,0.411287,0.9167
18,0.158539,0.9592,0.248771,0.9583
19,0.196612,0.9184,0.187047,0.9167
20,0.159711,0.9286,0.290910,0.9167
21,0.132995,0.9490,0.315700,0.9167
22,0.125902,0.9694,0.282624,0.9167
23,0.102842,0.9694,0.249309,0.9167
24,0.086028,0.9694,0.184883,0.9583
25,0.065211,0.9796,0.244180,0.9167
26,0.060584,0.9796,0.239571,0.9167
27,0.041969,0.9898,0.227370,0.9583
28,0.040023,0.9898,0.262331,0.9167
29,0.036274,0.9898,0.264989,0.9167
30,0.033515,0.9898,0.261744,0.9167
31,0.032407,0.9898,0.231084,0.9167
32,0.030700,0.9898,0.241586,0.9167
33,0.026625,0.9898,0.257061,0.9167
34,0.024049,0.9898,0.272796,0.9167
35,0.022212,0.9898,0.232817,0.9583
36,0.052196,0.9694,0.316467,0.9167
37,0.041059,0.9796,0.495856,0.9167
38,0.029466,0.9898,0.480820,0.9167
39,0.027439,0.9898,0.459760,0.9167
40,0.024407,0.9898,0.443495,0.9167
41,0.019666,0.9898,0.439158,0.9167
42,0.018344,0.9898,0.406702,0.9167
43,0.015355,1.0000,0.358637,0.9167
1,0.710381,0.5926,0.686854,0.4706
2,0.689821,0.5037,0.597032,0.7059
3,0.671933,0.6000,0.578143,0.7941
4,0.676712,0.6222,0.613276,0.7941
5,0.652716,0.6519,0.558247,0.7647
6,0.633386,0.6741,0.528607,0.7941
7,0.621751,0.6815,0.658541,0.6765
8,0.676929,0.6222,0.499816,0.8235
9,0.613224,0.6963,0.607380,0.6471
10,0.589345,0.7185,0.452828,0.8529
11,0.528336,0.7481,0.449611,0.8529
12,0.503100,0.7481,0.440382,0.8235
13,0.494532,0.7778,0.413331,0.8824
14,0.513159,0.7630,0.492633,0.7647
15,0.478955,0.7704,0.517418,0.7941
16,0.464985,0.8000,0.453835,0.8824
17,0.453260,0.7926,0.495672,0.7647
18,0.441695,0.7926,0.461484,0.7941
19,0.437310,0.7926,0.514199,0.7941
20,0.421383,0.7926,0.440049,0.8529
21,0.409545,0.7926,0.455593,0.8235
22,0.393656,0.7852,0.474649,0.8235
23,0.389161,0.8074,0.558774,0.7941
24,0.400439,0.8074,0.636650,0.7941
25,0.401836,0.8074,0.551003,0.7941
26,0.399083,0.8000,0.595797,0.7059
27,0.403901,0.7704,0.547158,0.7647
28,0.405465,0.8222,0.468295,0.7647
29,0.374747,0.8148,0.541371,0.7353
30,0.377016,0.7926,0.546996,0.7941
31,0.344467,0.8296,0.470944,0.7941
32,0.276507,0.8519,0.430572,0.8235
1,0.141363,0.5407,0.118877,0.7059
2,0.123503,0.5704,0.106005,0.7059
3,0.124453,0.6074,0.111683,0.7059
4,0.118537,0.6222,0.107154,0.6471
5,0.115412,0.6148,0.112662,0.5882
6,0.115458,0.6000,0.098690,0.6471
7,0.116755,0.6444,0.112542,0.6471
8,0.099801,0.6667,0.099564,0.6176
9,0.089332,0.6815,0.063084,0.7941
10,0.074327,0.6889,0.056357,0.7941
11,0.071536,0.7481,0.045925,0.7941
12,0.061459,0.7926,0.036541,0.9118
