Epoch,Train Loss,Train Accuracy,Validation Loss,Validation Accuracy
1,0.696004,0.5567,0.668324,0.5600
2,0.533779,0.8557,0.527800,0.7600
3,0.372869,0.8557,0.668346,0.6400
4,0.352608,0.8557,0.185012,0.9200
5,0.385272,0.8866,0.076730,1.0000
6,0.266922,0.9175,0.138760,1.0000
7,0.257147,0.9072,0.113307,1.0000
8,0.207392,0.9175,0.120900,0.9600
9,0.201355,0.9278,0.250288,0.9200
10,0.293496,0.8969,0.667235,0.6400
11,0.310496,0.8763,0.669204,0.6800
12,0.271547,0.8866,0.684944,0.6400
13,0.265588,0.8969,0.374658,0.7200
14,0.223206,0.9072,0.336827,0.7600
15,0.246375,0.8763,0.408429,0.7600
16,0.287050,0.8763,0.478416,0.7600
17,0.251073,0.9072,0.448122,0.8400
18,0.213592,0.9175,0.424130,0.8800
19,0.195440,0.9381,0.426402,0.8800
20,0.190675,0.9278,0.444328,0.8800
21,0.187296,0.9381,0.470232,0.8800
22,0.184530,0.9381,0.495939,0.8400
23,0.182210,0.9381,0.473802,0.8800
24,0.181040,0.9485,0.505768,0.8400
1,0.696004,0.5567,0.668324,0.5600
2,0.533779,0.8557,0.527800,0.7600
3,0.372869,0.8557,0.668346,0.6400
4,0.352608,0.8557,0.185012,0.9200
5,0.385272,0.8866,0.076730,1.0000
6,0.266922,0.9175,0.138760,1.0000
7,0.257147,0.9072,0.113307,1.0000
8,0.207392,0.9175,0.120900,0.9600
9,0.201355,0.9278,0.250288,0.9200
10,0.293496,0.8969,0.667235,0.6400
11,0.310496,0.8763,0.669204,0.6800
12,0.271547,0.8866,0.684944,0.6400
13,0.265588,0.8969,0.374658,0.7200
14,0.223206,0.9072,0.336827,0.7600
15,0.246375,0.8763,0.408429,0.7600
16,0.287050,0.8763,0.478416,0.7600
17,0.251073,0.9072,0.448122,0.8400
18,0.213592,0.9175,0.424130,0.8800
19,0.195440,0.9381,0.426402,0.8800
20,0.190675,0.9278,0.444328,0.8800
21,0.187296,0.9381,0.470232,0.8800
22,0.184530,0.9381,0.495939,0.8400
23,0.182210,0.9381,0.473802,0.8800
24,0.181040,0.9485,0.505768,0.8400
1,0.697276,0.5630,0.783257,0.3235
2,0.706122,0.5259,0.652399,0.6765
3,0.727353,0.6074,0.671539,0.6765
4,0.701007,0.5185,0.633932,0.6765
5,0.674200,0.6074,0.631036,0.6765
6,0.704083,0.6074,0.652528,0.6471
7,0.669536,0.6000,0.654692,0.6471
8,0.667018,0.6296,0.641646,0.6471
9,0.662720,0.6296,0.654908,0.6471
10,0.659689,0.6296,0.640284,0.6471
11,0.660524,0.6519,0.655488,0.6471
12,0.660754,0.6593,0.679021,0.6471
13,0.649444,0.6519,0.654311,0.6765
14,0.642096,0.6593,0.655883,0.6765
15,0.643668,0.6370,0.673903,0.6765
16,0.637048,0.6519,0.655270,0.6765
17,0.684697,0.6667,0.671126,0.6765
18,0.637979,0.6444,0.677980,0.6765
19,0.605069,0.6741,0.688444,0.6471
20,0.616885,0.6815,0.687669,0.6765
21,0.605977,0.6889,0.606895,0.6765
22,0.550143,0.7185,0.579891,0.6765
23,0.504195,0.7259,0.540869,0.6765
24,0.462403,0.6741,0.519910,0.6471
25,0.443082,0.7111,0.478524,0.6471
26,0.419036,0.7259,0.417014,0.6176
27,0.375942,0.7481,0.425581,0.7941
28,0.401226,0.7481,0.403546,0.7941
29,0.364405,0.7852,0.403490,0.7059
30,0.354334,0.7704,0.430977,0.7941
31,0.361960,0.7481,0.378088,0.7647
32,0.354677,0.7778,0.392414,0.7647
33,0.344434,0.7852,0.365241,0.7647
34,0.335955,0.7926,0.366113,0.7647
35,0.336317,0.7704,0.368494,0.7353
36,0.331214,0.8074,0.345942,0.7647
37,0.322000,0.8148,0.350359,0.8235
38,0.321191,0.8074,0.305148,0.8235
39,0.310872,0.8222,0.283803,0.8235
40,0.302339,0.8296,0.284150,0.7941
41,0.296200,0.8296,0.296799,0.7941
42,0.309221,0.7556,0.253108,0.8529
43,0.323193,0.8148,0.273568,0.8529
44,0.330804,0.7185,0.256851,0.8529
45,0.309486,0.8444,0.253849,0.8529
46,0.296198,0.8444,0.254540,0.8529
47,0.300206,0.7926,0.294031,0.7941
48,0.313048,0.7630,0.245228,0.8529
49,0.280907,0.8444,0.245307,0.8529
50,0.282494,0.8444,0.250813,0.8529
51,0.285312,0.8444,0.245300,0.8529
52,0.284796,0.8444,0.245039,0.8529
53,0.277049,0.8444,0.251480,0.8529
54,0.283641,0.8444,0.250831,0.8529
55,0.288365,0.8000,0.246698,0.8529
56,0.294417,0.8444,0.250123,0.8529
57,0.288406,0.8444,0.244525,0.8529
58,0.278581,0.8444,0.247429,0.8529
59,0.280657,0.8444,0.247769,0.8529
60,0.272761,0.8444,0.251946,0.8529
61,0.292635,0.8444,0.250734,0.8529
62,0.296332,0.8444,0.256210,0.8529
63,0.280068,0.8444,0.254920,0.8529
