n_hidden,learning_rate,reg_lambda,l1_lambda,dropout_rate,momentum,activation,optimizer,lr_decay,batch_size,weight_init,init_range,patience,val_loss,val_accuracy,trial_number
[4],0.16,0.0,0.0,0.05,0.8500000000000001,sigmoid,sgd,0.0,8,gaussian,"(-0.5, 0.5)",15,0.007864152400132643,1.0,115
[3],0.16,0.0,0.0,0.15000000000000002,0.8500000000000001,sigmoid,sgd,0.0,8,gaussian,"(-0.5, 0.5)",15,0.04169027329215363,0.9117647058823529,116
[4],0.01,0.0,0.0,0.15000000000000002,0.9000000000000001,sigmoid,sgd,0.0,4,gaussian,"(-0.5, 0.5)",15,0.11933627142895066,0.4411764705882353,117
[3],0.01,0.0,0.0,0.0,0.75,sigmoid,sgd,0.0,4,he,"(-0.5, 0.5)",15,0.14611973768461886,0.4411764705882353,118
[4],0.01,0.0,0.0,0.25,0.8,sigmoid,sgd,0.0,4,glorot,"(-0.1, 0.1)",15,0.15039064985870065,0.4411764705882353,119
[4],0.01,0.0,0.0,0.2,0.75,sigmoid,sgd,0.0,4,glorot,"(-0.5, 0.5)",15,0.14966246591041799,0.4411764705882353,120
[4],0.01,0.0,0.0,0.25,0.9000000000000001,sigmoid,sgd,0.0,4,gaussian,"(-0.1, 0.1)",15,0.1435915007496996,0.4411764705882353,121
[4],0.16,0.0,0.0,0.05,0.75,sigmoid,sgd,0.0,8,glorot,"(-0.1, 0.1)",15,0.015545216680291884,1.0,122
[4],0.01,0.0,0.0,0.2,0.8500000000000001,sigmoid,sgd,0.0,2,he,"(-0.5, 0.5)",15,0.11620206429797621,0.4411764705882353,123
[3],0.16,0.0,0.0,0.2,0.8,sigmoid,sgd,0.0,2,he,"(-0.5, 0.5)",15,0.006651302828994787,1.0,124
[4],0.16,0.0,0.0,0.15000000000000002,0.9000000000000001,sigmoid,sgd,0.0,2,glorot,"(-0.5, 0.5)",15,0.0007030358640978204,1.0,125
[4],0.01,0.0,0.0,0.25,0.9000000000000001,sigmoid,sgd,0.0,4,glorot,"(-0.1, 0.1)",15,0.14242699390804722,0.4411764705882353,126
[4],0.01,0.0,0.0,0.05,0.8500000000000001,sigmoid,sgd,0.0,8,he,"(-0.1, 0.1)",15,0.142253351286486,0.4411764705882353,127
[4],0.01,0.0,0.0,0.1,0.75,sigmoid,sgd,0.0,2,gaussian,"(-0.5, 0.5)",15,0.12815427303476878,0.4411764705882353,128
[4],0.01,0.0,0.0,0.25,0.8500000000000001,sigmoid,sgd,0.0,2,gaussian,"(-0.5, 0.5)",15,0.10483323876569067,0.4411764705882353,129
[3],0.16,0.0,0.0,0.05,0.8,sigmoid,sgd,0.0,2,gaussian,"(-0.5, 0.5)",15,0.002453075389196663,1.0,130
[3],0.01,0.0,0.0,0.25,0.75,sigmoid,sgd,0.0,8,he,"(-0.1, 0.1)",15,0.14556621682386187,0.4411764705882353,131
[3],0.16,0.0,0.0,0.0,0.9000000000000001,sigmoid,sgd,0.0,4,he,"(-0.1, 0.1)",15,0.002653434033266691,1.0,132
[4],0.01,0.0,0.0,0.1,0.75,sigmoid,sgd,0.0,8,he,"(-0.1, 0.1)",15,0.1446287221305527,0.4411764705882353,133
[4],0.16,0.0,0.0,0.25,0.75,sigmoid,sgd,0.0,2,gaussian,"(-0.1, 0.1)",15,0.005578039407593394,1.0,134
[3],0.16,0.0,0.0,0.1,0.9000000000000001,sigmoid,sgd,0.0,4,he,"(-0.1, 0.1)",15,0.0033066820926124637,1.0,135
[4],0.16,0.0,0.0,0.0,0.8,sigmoid,sgd,0.0,2,he,"(-0.5, 0.5)",15,0.0033183727927174446,1.0,136
[4],0.16,0.0,0.0,0.0,0.8500000000000001,sigmoid,sgd,0.0,2,gaussian,"(-0.5, 0.5)",15,0.005823281002612518,1.0,137
[4],0.16,0.0,0.0,0.25,0.7,sigmoid,sgd,0.0,2,glorot,"(-0.5, 0.5)",15,0.003301659005009077,1.0,139
[3],0.01,0.0,0.0,0.0,0.75,sigmoid,sgd,0.0,8,he,"(-0.5, 0.5)",15,0.14705632602649713,0.4411764705882353,140
[3],0.16,0.0,0.0,0.2,0.8500000000000001,sigmoid,sgd,0.0,8,he,"(-0.5, 0.5)",15,0.017748003132269735,1.0,142
[3],0.01,0.0,0.0,0.05,0.7,sigmoid,sgd,0.0,8,he,"(-0.1, 0.1)",15,0.14730244862236785,0.4411764705882353,143
[4],0.16,0.0,0.0,0.05,0.75,sigmoid,sgd,0.0,2,he,"(-0.1, 0.1)",15,0.00922433423919302,1.0,144
[4],0.16,0.0,0.0,0.15000000000000002,0.9000000000000001,sigmoid,sgd,0.0,8,glorot,"(-0.5, 0.5)",15,0.007782967454705257,1.0,145
[4],0.16,0.0,0.0,0.2,0.7,sigmoid,sgd,0.0,8,glorot,"(-0.5, 0.5)",15,0.06456692771531684,0.8529411764705882,146
[3],0.01,0.0,0.0,0.05,0.8500000000000001,sigmoid,sgd,0.0,2,he,"(-0.1, 0.1)",15,0.11631963758967745,0.4411764705882353,147
[4],0.16,0.0,0.0,0.0,0.8,sigmoid,sgd,0.0,8,glorot,"(-0.1, 0.1)",15,0.006321411884303075,1.0,148
[3],0.01,0.0,0.0,0.25,0.9000000000000001,sigmoid,sgd,0.0,8,glorot,"(-0.5, 0.5)",15,0.14590639033127334,0.4411764705882353,149
[3],0.16,0.0,0.0,0.2,0.7,sigmoid,sgd,0.0,8,he,"(-0.5, 0.5)",15,0.09622548728330288,0.5882352941176471,150
[4],0.01,0.0,0.0,0.25,0.7,sigmoid,sgd,0.0,2,he,"(-0.1, 0.1)",15,0.14179716017110605,0.4411764705882353,151
[4],0.16,0.0,0.0,0.25,0.8,sigmoid,sgd,0.0,2,he,"(-0.1, 0.1)",15,0.01269673074253141,1.0,152
[3],0.01,0.0,0.0,0.2,0.8,sigmoid,sgd,0.0,4,glorot,"(-0.1, 0.1)",15,0.14677708176613036,0.4411764705882353,155
[3],0.16,0.0,0.0,0.05,0.8,sigmoid,sgd,0.0,2,glorot,"(-0.1, 0.1)",15,0.005371825396637259,1.0,156
[4],0.01,0.0,0.0,0.05,0.9000000000000001,sigmoid,sgd,0.0,8,he,"(-0.5, 0.5)",15,0.13785413517723005,0.4411764705882353,158
[4],0.01,0.0,0.0,0.2,0.9000000000000001,sigmoid,sgd,0.0,8,glorot,"(-0.5, 0.5)",15,0.1503261494412733,0.4411764705882353,159
[4],0.16,0.0,0.0,0.25,0.9000000000000001,sigmoid,sgd,0.0,8,gaussian,"(-0.5, 0.5)",15,0.050945214897599185,0.8823529411764706,160
[4],0.01,0.0,0.0,0.2,0.8500000000000001,sigmoid,sgd,0.0,8,glorot,"(-0.5, 0.5)",15,0.15003160602327775,0.4411764705882353,161
[3],0.01,0.0,0.0,0.0,0.9000000000000001,sigmoid,sgd,0.0,4,gaussian,"(-0.5, 0.5)",15,0.15015868447668596,0.4411764705882353,162
[3],0.16,0.0,0.0,0.2,0.9000000000000001,sigmoid,sgd,0.0,8,he,"(-0.5, 0.5)",15,0.009236697330228416,1.0,163
[4],0.01,0.0,0.0,0.15000000000000002,0.9000000000000001,sigmoid,sgd,0.0,2,he,"(-0.5, 0.5)",15,0.09052103237919142,0.6764705882352942,164
[3],0.16,0.0,0.0,0.1,0.75,sigmoid,sgd,0.0,4,gaussian,"(-0.5, 0.5)",15,0.008666972197590555,1.0,165
[4],0.16,0.0,0.0,0.05,0.8,sigmoid,sgd,0.0,8,he,"(-0.5, 0.5)",15,0.006953013670099599,1.0,166
[3],0.01,0.0,0.0,0.2,0.8,sigmoid,sgd,0.0,2,glorot,"(-0.1, 0.1)",15,0.1424184539201103,0.4411764705882353,167
[3],0.01,0.0,0.0,0.0,0.8500000000000001,sigmoid,sgd,0.0,8,gaussian,"(-0.5, 0.5)",15,0.1452217138782748,0.4411764705882353,168
[4],0.16,0.0,0.0,0.25,0.75,sigmoid,sgd,0.0,8,glorot,"(-0.1, 0.1)",15,0.055267769847833596,0.9411764705882353,169
[3],0.01,0.0,0.0,0.15000000000000002,0.75,sigmoid,sgd,0.0,2,gaussian,"(-0.5, 0.5)",15,0.1494660756522778,0.4411764705882353,170
[3],0.16,0.0,0.0,0.1,0.8500000000000001,sigmoid,sgd,0.0,2,he,"(-0.1, 0.1)",15,0.0025209008575286583,1.0,171
[4],0.16,0.0,0.0,0.25,0.75,sigmoid,sgd,0.0,8,glorot,"(-0.5, 0.5)",15,0.055267769847833596,0.9411764705882353,172
[4],0.01,0.0,0.0,0.15000000000000002,0.8,sigmoid,sgd,0.0,8,gaussian,"(-0.1, 0.1)",15,0.14829699435450563,0.4411764705882353,174
[3],0.16,0.0,0.0,0.1,0.75,sigmoid,sgd,0.0,8,gaussian,"(-0.1, 0.1)",15,0.0470176805414141,1.0,175
[3],0.16,0.0,0.0,0.05,0.8500000000000001,sigmoid,sgd,0.0,8,glorot,"(-0.1, 0.1)",15,0.002863889697202091,1.0,176
[4],0.16,0.0,0.0,0.0,0.9000000000000001,sigmoid,sgd,0.0,4,glorot,"(-0.5, 0.5)",15,0.00039008702770474877,1.0,177
[3],0.01,0.0,0.0,0.25,0.9000000000000001,sigmoid,sgd,0.0,2,glorot,"(-0.5, 0.5)",15,0.10980522653502767,0.5,178
[4],0.01,0.0,0.0,0.2,0.8500000000000001,sigmoid,sgd,0.0,8,gaussian,"(-0.1, 0.1)",15,0.1483636028159835,0.4411764705882353,179
[3],0.16,0.0,0.0,0.1,0.7,sigmoid,sgd,0.0,4,gaussian,"(-0.1, 0.1)",15,0.006309964718849433,1.0,180
[4],0.16,0.0,0.0,0.15000000000000002,0.8500000000000001,sigmoid,sgd,0.0,2,gaussian,"(-0.5, 0.5)",15,0.007013119726907411,1.0,181
[3],0.01,0.0,0.0,0.0,0.7,sigmoid,sgd,0.0,2,he,"(-0.5, 0.5)",15,0.14168569045418491,0.4411764705882353,182
[4],0.01,0.0,0.0,0.05,0.7,sigmoid,sgd,0.0,2,glorot,"(-0.5, 0.5)",15,0.14368411903396133,0.4411764705882353,184
[3],0.16,0.0,0.0,0.2,0.9000000000000001,sigmoid,sgd,0.0,4,he,"(-0.5, 0.5)",15,0.009311103075924594,1.0,185
[3],0.01,0.0,0.0,0.25,0.8500000000000001,sigmoid,sgd,0.0,8,he,"(-0.5, 0.5)",15,0.1458027336775431,0.4411764705882353,186
[3],0.16,0.0,0.0,0.15000000000000002,0.75,sigmoid,sgd,0.0,4,gaussian,"(-0.5, 0.5)",15,0.013354745508868941,1.0,187
[4],0.01,0.0,0.0,0.15000000000000002,0.75,sigmoid,sgd,0.0,4,gaussian,"(-0.1, 0.1)",15,0.1484450930168793,0.4411764705882353,188
