n_hidden,learning_rate,reg_lambda,l1_lambda,dropout_rate,momentum,activation,optimizer,lr_decay,batch_size,weight_init,init_range,patience,val_loss,val_accuracy
[4],0.16,0.0,0.0,0.0,0.75,sigmoid,sgd,0.0,4,glorot,"(-0.1, 0.1)",15,0.00166722517510561,1.0
[4],0.16,0.0,0.0,0.0,0.75,sigmoid,sgd,0.0,4,he,"(-0.5, 0.5)",15,0.0038256854797837758,1.0
[4],0.16,0.0,0.0,0.0,0.75,sigmoid,sgd,0.0,4,he,"(-0.1, 0.1)",15,0.0038256854797837758,1.0
[4],0.16,0.0,0.0,0.0,0.75,sigmoid,sgd,0.0,2,glorot,"(-0.5, 0.5)",15,0.0008643944796758796,1.0
[4],0.16,0.0,0.0,0.0,0.75,sigmoid,sgd,0.0,2,glorot,"(-0.1, 0.1)",15,0.0008643944796758796,1.0
[4],0.16,0.0,0.0,0.0,0.75,sigmoid,sgd,0.0,2,he,"(-0.5, 0.5)",15,0.00011772825927210285,1.0
[4],0.16,0.0,0.0,0.0,0.75,sigmoid,sgd,0.0,2,he,"(-0.1, 0.1)",15,0.00011772825927210285,1.0
[4],0.16,0.0,0.0,0.0,0.75,sigmoid,sgd,0.0,8,glorot,"(-0.5, 0.5)",15,0.015091697195576103,1.0
[4],0.16,0.0,0.0,0.0,0.75,sigmoid,sgd,0.0,8,glorot,"(-0.1, 0.1)",15,0.015091697195576103,1.0
[4],0.16,0.0,0.0,0.0,0.75,sigmoid,sgd,0.0,8,he,"(-0.5, 0.5)",15,0.006821610746235374,1.0
[4],0.16,0.0,0.0,0.0,0.75,sigmoid,sgd,0.0,8,he,"(-0.1, 0.1)",15,0.006821610746235374,1.0
[4],0.16,0.0,0.0,0.15000000000000002,0.9000000000000001,sigmoid,sgd,0.0,4,glorot,"(-0.5, 0.5)",15,0.0012057021581442428,1.0
[4],0.16,0.0,0.0,0.15000000000000002,0.9000000000000001,sigmoid,sgd,0.0,4,glorot,"(-0.1, 0.1)",15,0.0012057021581442428,1.0
[4],0.16,0.0,0.0,0.15000000000000002,0.9000000000000001,sigmoid,sgd,0.0,4,he,"(-0.5, 0.5)",15,0.008469397228560396,1.0
[4],0.16,0.0,0.0,0.15000000000000002,0.9000000000000001,sigmoid,sgd,0.0,4,he,"(-0.1, 0.1)",15,0.008469397228560396,1.0
[4],0.16,0.0,0.0,0.15000000000000002,0.9000000000000001,sigmoid,sgd,0.0,2,glorot,"(-0.5, 0.5)",15,0.0007030358640978204,1.0
[4],0.16,0.0,0.0,0.15000000000000002,0.9000000000000001,sigmoid,sgd,0.0,2,glorot,"(-0.1, 0.1)",15,0.0007030358640978204,1.0
[4],0.16,0.0,0.0,0.15000000000000002,0.9000000000000001,sigmoid,sgd,0.0,2,he,"(-0.5, 0.5)",15,0.025465591144228143,0.9117647058823529
[4],0.16,0.0,0.0,0.15000000000000002,0.9000000000000001,sigmoid,sgd,0.0,2,he,"(-0.1, 0.1)",15,0.025465591144228143,0.9117647058823529
[4],0.16,0.0,0.0,0.15000000000000002,0.9000000000000001,sigmoid,sgd,0.0,8,glorot,"(-0.5, 0.5)",15,0.007782967454705257,1.0
[4],0.16,0.0,0.0,0.15000000000000002,0.9000000000000001,sigmoid,sgd,0.0,8,glorot,"(-0.1, 0.1)",15,0.007782967454705257,1.0
[4],0.16,0.0,0.0,0.15000000000000002,0.9000000000000001,sigmoid,sgd,0.0,8,he,"(-0.5, 0.5)",15,0.020237391499001757,1.0
[4],0.16,0.0,0.0,0.15000000000000002,0.9000000000000001,sigmoid,sgd,0.0,8,he,"(-0.1, 0.1)",15,0.020237391499001757,1.0
[4],0.16,0.0,0.0,0.15000000000000002,0.75,sigmoid,sgd,0.0,4,glorot,"(-0.5, 0.5)",15,0.006993162334791384,1.0
[4],0.16,0.0,0.0,0.15000000000000002,0.75,sigmoid,sgd,0.0,4,glorot,"(-0.1, 0.1)",15,0.006993162334791384,1.0
[4],0.16,0.0,0.0,0.15000000000000002,0.75,sigmoid,sgd,0.0,4,he,"(-0.5, 0.5)",15,0.024457603773891702,1.0
[4],0.16,0.0,0.0,0.15000000000000002,0.75,sigmoid,sgd,0.0,4,he,"(-0.1, 0.1)",15,0.024457603773891702,1.0
[4],0.16,0.0,0.0,0.15000000000000002,0.75,sigmoid,sgd,0.0,2,glorot,"(-0.5, 0.5)",15,0.0013753222980354028,1.0
[4],0.16,0.0,0.0,0.15000000000000002,0.75,sigmoid,sgd,0.0,2,glorot,"(-0.1, 0.1)",15,0.0013753222980354028,1.0
[4],0.16,0.0,0.0,0.15000000000000002,0.75,sigmoid,sgd,0.0,2,he,"(-0.5, 0.5)",15,0.011137744468013562,1.0
[4],0.16,0.0,0.0,0.15000000000000002,0.75,sigmoid,sgd,0.0,2,he,"(-0.1, 0.1)",15,0.011137744468013562,1.0
[4],0.16,0.0,0.0,0.15000000000000002,0.75,sigmoid,sgd,0.0,8,glorot,"(-0.5, 0.5)",15,0.026878282390674496,1.0
[4],0.16,0.0,0.0,0.15000000000000002,0.75,sigmoid,sgd,0.0,8,glorot,"(-0.1, 0.1)",15,0.026878282390674496,1.0
[4],0.16,0.0,0.0,0.15000000000000002,0.75,sigmoid,sgd,0.0,8,he,"(-0.5, 0.5)",15,0.04417378512444923,0.9411764705882353
[4],0.16,0.0,0.0,0.15000000000000002,0.75,sigmoid,sgd,0.0,8,he,"(-0.1, 0.1)",15,0.04417378512444923,0.9411764705882353
[4],0.16,0.0,0.0,0.05,0.9000000000000001,sigmoid,sgd,0.0,4,glorot,"(-0.5, 0.5)",15,0.00037742565131428053,1.0
[4],0.16,0.0,0.0,0.05,0.9000000000000001,sigmoid,sgd,0.0,4,glorot,"(-0.1, 0.1)",15,0.00037742565131428053,1.0
[4],0.16,0.0,0.0,0.05,0.9000000000000001,sigmoid,sgd,0.0,4,he,"(-0.5, 0.5)",15,0.008942140041584078,1.0
[4],0.16,0.0,0.0,0.05,0.9000000000000001,sigmoid,sgd,0.0,4,he,"(-0.1, 0.1)",15,0.008942140041584078,1.0
[4],0.16,0.0,0.0,0.05,0.9000000000000001,sigmoid,sgd,0.0,2,glorot,"(-0.5, 0.5)",15,0.00023440636296791657,1.0
[4],0.16,0.0,0.0,0.05,0.9000000000000001,sigmoid,sgd,0.0,2,glorot,"(-0.1, 0.1)",15,0.00023440636296791657,1.0
[4],0.16,0.0,0.0,0.05,0.9000000000000001,sigmoid,sgd,0.0,2,he,"(-0.5, 0.5)",15,0.003880175427888044,1.0
[4],0.16,0.0,0.0,0.05,0.9000000000000001,sigmoid,sgd,0.0,2,he,"(-0.1, 0.1)",15,0.003880175427888044,1.0
[4],0.16,0.0,0.0,0.05,0.9000000000000001,sigmoid,sgd,0.0,8,glorot,"(-0.5, 0.5)",15,0.0022801921115803126,1.0
[4],0.16,0.0,0.0,0.05,0.9000000000000001,sigmoid,sgd,0.0,8,glorot,"(-0.1, 0.1)",15,0.0022801921115803126,1.0
[4],0.16,0.0,0.0,0.05,0.9000000000000001,sigmoid,sgd,0.0,8,he,"(-0.5, 0.5)",15,0.0009983434259003868,1.0
[4],0.16,0.0,0.0,0.05,0.9000000000000001,sigmoid,sgd,0.0,8,he,"(-0.1, 0.1)",15,0.0009983434259003868,1.0
[4],0.16,0.0,0.0,0.05,0.75,sigmoid,sgd,0.0,4,glorot,"(-0.5, 0.5)",15,0.006373242880013528,1.0
[4],0.16,0.0,0.0,0.05,0.75,sigmoid,sgd,0.0,4,glorot,"(-0.1, 0.1)",15,0.006373242880013528,1.0
[4],0.16,0.0,0.0,0.05,0.75,sigmoid,sgd,0.0,4,he,"(-0.5, 0.5)",15,0.004689248319715873,1.0
[4],0.16,0.0,0.0,0.05,0.75,sigmoid,sgd,0.0,4,he,"(-0.1, 0.1)",15,0.004689248319715873,1.0
[4],0.16,0.0,0.0,0.05,0.75,sigmoid,sgd,0.0,2,glorot,"(-0.5, 0.5)",15,0.00026470693480899407,1.0
[4],0.16,0.0,0.0,0.05,0.75,sigmoid,sgd,0.0,2,glorot,"(-0.1, 0.1)",15,0.00026470693480899407,1.0
[4],0.16,0.0,0.0,0.05,0.75,sigmoid,sgd,0.0,2,he,"(-0.5, 0.5)",15,0.00922433423919302,1.0
[4],0.16,0.0,0.0,0.05,0.75,sigmoid,sgd,0.0,2,he,"(-0.1, 0.1)",15,0.00922433423919302,1.0
[4],0.16,0.0,0.0,0.05,0.75,sigmoid,sgd,0.0,8,glorot,"(-0.5, 0.5)",15,0.015545216680291884,1.0
[4],0.16,0.0,0.0,0.05,0.75,sigmoid,sgd,0.0,8,glorot,"(-0.1, 0.1)",15,0.015545216680291884,1.0
[4],0.16,0.0,0.0,0.05,0.75,sigmoid,sgd,0.0,8,he,"(-0.5, 0.5)",15,0.009789987984838188,1.0
[4],0.16,0.0,0.0,0.05,0.75,sigmoid,sgd,0.0,8,he,"(-0.1, 0.1)",15,0.009789987984838188,1.0
[4],0.16,0.0,0.0,0.1,0.9000000000000001,sigmoid,sgd,0.0,4,glorot,"(-0.1, 0.1)",15,0.00041875898442187695,1.0
[4],0.16,0.0,0.0,0.1,0.9000000000000001,sigmoid,sgd,0.0,4,glorot,"(-0.5, 0.5)",15,0.00041875898442187695,1.0
[4],0.16,0.0,0.0,0.1,0.9000000000000001,sigmoid,sgd,0.0,2,glorot,"(-0.1, 0.1)",15,0.00032113513811405937,1.0
[4],0.16,0.0,0.0,0.1,0.9000000000000001,sigmoid,sgd,0.0,2,glorot,"(-0.5, 0.5)",15,0.00032113513811405937,1.0
[4],0.16,0.0,0.0,0.1,0.9000000000000001,sigmoid,sgd,0.0,8,glorot,"(-0.1, 0.1)",15,0.004374748434552808,1.0
[4],0.16,0.0,0.0,0.1,0.9000000000000001,sigmoid,sgd,0.0,8,glorot,"(-0.5, 0.5)",15,0.004374748434552808,1.0
[4],0.16,0.0,0.0,0.1,0.8500000000000001,sigmoid,sgd,0.0,4,glorot,"(-0.1, 0.1)",15,0.0004416016343056239,1.0
[4],0.16,0.0,0.0,0.1,0.8500000000000001,sigmoid,sgd,0.0,4,glorot,"(-0.5, 0.5)",15,0.0004416016343056239,1.0
[4],0.16,0.0,0.0,0.1,0.8500000000000001,sigmoid,sgd,0.0,2,glorot,"(-0.1, 0.1)",15,0.000344820442713383,1.0
[4],0.16,0.0,0.0,0.1,0.8500000000000001,sigmoid,sgd,0.0,2,glorot,"(-0.5, 0.5)",15,0.000344820442713383,1.0
[4],0.16,0.0,0.0,0.1,0.8500000000000001,sigmoid,sgd,0.0,8,glorot,"(-0.1, 0.1)",15,0.004579664176106228,1.0
[4],0.16,0.0,0.0,0.1,0.8500000000000001,sigmoid,sgd,0.0,8,glorot,"(-0.5, 0.5)",15,0.004579664176106228,1.0
[4],0.16,0.0,0.0,0.15000000000000002,0.8500000000000001,sigmoid,sgd,0.0,4,glorot,"(-0.1, 0.1)",15,0.001858690851677129,1.0
[4],0.16,0.0,0.0,0.15000000000000002,0.8500000000000001,sigmoid,sgd,0.0,4,glorot,"(-0.5, 0.5)",15,0.001858690851677129,1.0
[4],0.16,0.0,0.0,0.15000000000000002,0.8500000000000001,sigmoid,sgd,0.0,2,glorot,"(-0.1, 0.1)",15,0.000531833218656402,1.0
[4],0.16,0.0,0.0,0.15000000000000002,0.8500000000000001,sigmoid,sgd,0.0,2,glorot,"(-0.5, 0.5)",15,0.000531833218656402,1.0
[4],0.16,0.0,0.0,0.15000000000000002,0.8500000000000001,sigmoid,sgd,0.0,8,glorot,"(-0.1, 0.1)",15,0.006338327914964938,1.0
[4],0.16,0.0,0.0,0.15000000000000002,0.8500000000000001,sigmoid,sgd,0.0,8,glorot,"(-0.5, 0.5)",15,0.006338327914964938,1.0
[4],0.16,0.0,0.0,0.0,0.8500000000000001,sigmoid,sgd,0.0,4,glorot,"(-0.1, 0.1)",15,0.0008581488853370285,1.0
[4],0.16,0.0,0.0,0.0,0.8500000000000001,sigmoid,sgd,0.0,4,glorot,"(-0.5, 0.5)",15,0.0008581488853370285,1.0
[4],0.16,0.0,0.0,0.0,0.8500000000000001,sigmoid,sgd,0.0,2,glorot,"(-0.1, 0.1)",15,6.797233601367913e-05,1.0
[4],0.16,0.0,0.0,0.0,0.8500000000000001,sigmoid,sgd,0.0,2,glorot,"(-0.5, 0.5)",15,6.797233601367913e-05,1.0
[4],0.16,0.0,0.0,0.0,0.8500000000000001,sigmoid,sgd,0.0,8,glorot,"(-0.1, 0.1)",15,0.001766026113167077,1.0
[4],0.16,0.0,0.0,0.0,0.8500000000000001,sigmoid,sgd,0.0,8,glorot,"(-0.5, 0.5)",15,0.001766026113167077,1.0
[4],0.16,0.0,0.0,0.1,0.9000000000000001,sigmoid,sgd,0.0,4,he,"(-0.5, 0.5)",15,0.004543002820445053,1.0
[4],0.16,0.0,0.0,0.1,0.9000000000000001,sigmoid,sgd,0.0,4,he,"(-0.1, 0.1)",15,0.004543002820445053,1.0
[4],0.16,0.0,0.0,0.1,0.9000000000000001,sigmoid,sgd,0.0,2,he,"(-0.5, 0.5)",15,0.002335573953175062,1.0
[4],0.16,0.0,0.0,0.1,0.9000000000000001,sigmoid,sgd,0.0,2,he,"(-0.1, 0.1)",15,0.002335573953175062,1.0
[4],0.16,0.0,0.0,0.1,0.9000000000000001,sigmoid,sgd,0.0,8,he,"(-0.5, 0.5)",15,0.00410146321380115,1.0
[4],0.16,0.0,0.0,0.1,0.9000000000000001,sigmoid,sgd,0.0,8,he,"(-0.1, 0.1)",15,0.00410146321380115,1.0
[4],0.16,0.0,0.0,0.1,0.75,sigmoid,sgd,0.0,4,he,"(-0.5, 0.5)",15,0.005048957544930536,1.0
[4],0.16,0.0,0.0,0.1,0.75,sigmoid,sgd,0.0,4,he,"(-0.1, 0.1)",15,0.005048957544930536,1.0
[4],0.16,0.0,0.0,0.1,0.75,sigmoid,sgd,0.0,4,glorot,"(-0.5, 0.5)",15,0.0004488608406963414,1.0
[4],0.16,0.0,0.0,0.1,0.75,sigmoid,sgd,0.0,4,glorot,"(-0.1, 0.1)",15,0.0004488608406963414,1.0
[4],0.16,0.0,0.0,0.1,0.75,sigmoid,sgd,0.0,2,he,"(-0.5, 0.5)",15,0.0005007398148572564,1.0
[4],0.16,0.0,0.0,0.1,0.75,sigmoid,sgd,0.0,2,he,"(-0.1, 0.1)",15,0.0005007398148572564,1.0
[4],0.16,0.0,0.0,0.1,0.75,sigmoid,sgd,0.0,2,glorot,"(-0.5, 0.5)",15,0.002777654863719248,1.0
[4],0.16,0.0,0.0,0.1,0.75,sigmoid,sgd,0.0,2,glorot,"(-0.1, 0.1)",15,0.002777654863719248,1.0
[4],0.16,0.0,0.0,0.1,0.75,sigmoid,sgd,0.0,8,he,"(-0.5, 0.5)",15,0.0059603328078333935,1.0
[4],0.16,0.0,0.0,0.1,0.75,sigmoid,sgd,0.0,8,he,"(-0.1, 0.1)",15,0.0059603328078333935,1.0
[4],0.16,0.0,0.0,0.1,0.75,sigmoid,sgd,0.0,8,glorot,"(-0.5, 0.5)",15,0.004228771479284006,1.0
[4],0.16,0.0,0.0,0.1,0.75,sigmoid,sgd,0.0,8,glorot,"(-0.1, 0.1)",15,0.004228771479284006,1.0
[4],0.16,0.0,0.0,0.0,0.8,sigmoid,sgd,0.0,4,glorot,"(-0.5, 0.5)",15,0.0009704122675638922,1.0
[4],0.16,0.0,0.0,0.0,0.8,sigmoid,sgd,0.0,4,glorot,"(-0.1, 0.1)",15,0.0009704122675638922,1.0
[4],0.16,0.0,0.0,0.0,0.8,sigmoid,sgd,0.0,4,he,"(-0.5, 0.5)",15,0.0006555903210999173,1.0
[4],0.16,0.0,0.0,0.0,0.8,sigmoid,sgd,0.0,4,he,"(-0.1, 0.1)",15,0.0006555903210999173,1.0
[4],0.16,0.0,0.0,0.0,0.8,sigmoid,sgd,0.0,2,glorot,"(-0.5, 0.5)",15,0.0001343590095892123,1.0
[4],0.16,0.0,0.0,0.0,0.8,sigmoid,sgd,0.0,2,glorot,"(-0.1, 0.1)",15,0.0001343590095892123,1.0
[4],0.16,0.0,0.0,0.0,0.8,sigmoid,sgd,0.0,2,he,"(-0.5, 0.5)",15,0.0024648858585417867,1.0
[4],0.16,0.0,0.0,0.0,0.8,sigmoid,sgd,0.0,2,he,"(-0.1, 0.1)",15,0.0024648858585417867,1.0
[4],0.16,0.0,0.0,0.0,0.8,sigmoid,sgd,0.0,8,glorot,"(-0.5, 0.5)",15,0.007715324161448876,1.0
[4],0.16,0.0,0.0,0.0,0.8,sigmoid,sgd,0.0,8,glorot,"(-0.1, 0.1)",15,0.007715324161448876,1.0
[4],0.16,0.0,0.0,0.0,0.8,sigmoid,sgd,0.0,8,he,"(-0.5, 0.5)",15,0.005571143548731852,1.0
[4],0.16,0.0,0.0,0.0,0.8,sigmoid,sgd,0.0,8,he,"(-0.1, 0.1)",15,0.005571143548731852,1.0
[4],0.16,0.0,0.0,0.0,0.7,sigmoid,sgd,0.0,4,glorot,"(-0.5, 0.5)",15,0.0013417632209315102,1.0
[4],0.16,0.0,0.0,0.0,0.7,sigmoid,sgd,0.0,4,glorot,"(-0.1, 0.1)",15,0.0013417632209315102,1.0
[4],0.16,0.0,0.0,0.0,0.7,sigmoid,sgd,0.0,4,he,"(-0.5, 0.5)",15,0.004469125619645846,1.0
[4],0.16,0.0,0.0,0.0,0.7,sigmoid,sgd,0.0,4,he,"(-0.1, 0.1)",15,0.004469125619645846,1.0
[4],0.16,0.0,0.0,0.0,0.7,sigmoid,sgd,0.0,2,glorot,"(-0.5, 0.5)",15,0.00021833569315773583,1.0
[4],0.16,0.0,0.0,0.0,0.7,sigmoid,sgd,0.0,2,glorot,"(-0.1, 0.1)",15,0.00021833569315773583,1.0
[4],0.16,0.0,0.0,0.0,0.7,sigmoid,sgd,0.0,2,he,"(-0.5, 0.5)",15,0.00024159128340883116,1.0
[4],0.16,0.0,0.0,0.0,0.7,sigmoid,sgd,0.0,2,he,"(-0.1, 0.1)",15,0.00024159128340883116,1.0
[4],0.16,0.0,0.0,0.0,0.7,sigmoid,sgd,0.0,8,glorot,"(-0.5, 0.5)",15,0.015434532644061739,1.0
[4],0.16,0.0,0.0,0.0,0.7,sigmoid,sgd,0.0,8,glorot,"(-0.1, 0.1)",15,0.015434532644061739,1.0
[4],0.16,0.0,0.0,0.0,0.7,sigmoid,sgd,0.0,8,he,"(-0.5, 0.5)",15,0.009737311863018579,1.0
[4],0.16,0.0,0.0,0.0,0.7,sigmoid,sgd,0.0,8,he,"(-0.1, 0.1)",15,0.009737311863018579,1.0
[4],0.16,0.0,0.0,0.25,0.8,sigmoid,sgd,0.0,4,glorot,"(-0.5, 0.5)",15,0.006217528640585072,1.0
[4],0.16,0.0,0.0,0.25,0.8,sigmoid,sgd,0.0,4,glorot,"(-0.1, 0.1)",15,0.006217528640585072,1.0
[4],0.16,0.0,0.0,0.25,0.8,sigmoid,sgd,0.0,4,he,"(-0.5, 0.5)",15,0.015191896030090106,1.0
[4],0.16,0.0,0.0,0.25,0.8,sigmoid,sgd,0.0,4,he,"(-0.1, 0.1)",15,0.015191896030090106,1.0
[4],0.16,0.0,0.0,0.25,0.8,sigmoid,sgd,0.0,2,glorot,"(-0.5, 0.5)",15,0.0029240395153522676,1.0
[4],0.16,0.0,0.0,0.25,0.8,sigmoid,sgd,0.0,2,glorot,"(-0.1, 0.1)",15,0.0029240395153522676,1.0
[4],0.16,0.0,0.0,0.25,0.8,sigmoid,sgd,0.0,2,he,"(-0.5, 0.5)",15,0.0014402717079306042,1.0
[4],0.16,0.0,0.0,0.25,0.8,sigmoid,sgd,0.0,2,he,"(-0.1, 0.1)",15,0.0014402717079306042,1.0
[4],0.16,0.0,0.0,0.25,0.8,sigmoid,sgd,0.0,8,glorot,"(-0.5, 0.5)",15,0.01108218445213222,1.0
[4],0.16,0.0,0.0,0.25,0.8,sigmoid,sgd,0.0,8,glorot,"(-0.1, 0.1)",15,0.01108218445213222,1.0
[4],0.16,0.0,0.0,0.25,0.8,sigmoid,sgd,0.0,8,he,"(-0.5, 0.5)",15,0.026059097881637603,1.0
[4],0.16,0.0,0.0,0.25,0.8,sigmoid,sgd,0.0,8,he,"(-0.1, 0.1)",15,0.026059097881637603,1.0
[4],0.16,0.0,0.0,0.25,0.7,sigmoid,sgd,0.0,4,glorot,"(-0.5, 0.5)",15,0.008267650310286864,1.0
[4],0.16,0.0,0.0,0.25,0.7,sigmoid,sgd,0.0,4,glorot,"(-0.1, 0.1)",15,0.008267650310286864,1.0
[4],0.16,0.0,0.0,0.25,0.7,sigmoid,sgd,0.0,4,he,"(-0.5, 0.5)",15,0.021668588290129322,0.9705882352941176
[4],0.16,0.0,0.0,0.25,0.7,sigmoid,sgd,0.0,4,he,"(-0.1, 0.1)",15,0.021668588290129322,0.9705882352941176
[4],0.16,0.0,0.0,0.25,0.7,sigmoid,sgd,0.0,2,glorot,"(-0.5, 0.5)",15,0.003797924570581367,1.0
[4],0.16,0.0,0.0,0.25,0.7,sigmoid,sgd,0.0,2,glorot,"(-0.1, 0.1)",15,0.003797924570581367,1.0
[4],0.16,0.0,0.0,0.25,0.7,sigmoid,sgd,0.0,2,he,"(-0.5, 0.5)",15,0.01094904947659779,1.0
[4],0.16,0.0,0.0,0.25,0.7,sigmoid,sgd,0.0,2,he,"(-0.1, 0.1)",15,0.01094904947659779,1.0
[4],0.16,0.0,0.0,0.25,0.7,sigmoid,sgd,0.0,8,glorot,"(-0.5, 0.5)",15,0.0323457296867447,0.9411764705882353
[4],0.16,0.0,0.0,0.25,0.7,sigmoid,sgd,0.0,8,glorot,"(-0.1, 0.1)",15,0.0323457296867447,0.9411764705882353
[4],0.16,0.0,0.0,0.25,0.7,sigmoid,sgd,0.0,8,he,"(-0.5, 0.5)",15,0.07616966025553011,0.7647058823529411
[4],0.16,0.0,0.0,0.25,0.7,sigmoid,sgd,0.0,8,he,"(-0.1, 0.1)",15,0.07616966025553011,0.7647058823529411
[4],0.16,0.0,0.0,0.25,0.75,sigmoid,sgd,0.0,4,glorot,"(-0.5, 0.5)",15,0.0077978373721642735,1.0
[4],0.16,0.0,0.0,0.25,0.75,sigmoid,sgd,0.0,4,glorot,"(-0.1, 0.1)",15,0.0077978373721642735,1.0
[4],0.16,0.0,0.0,0.25,0.75,sigmoid,sgd,0.0,4,he,"(-0.5, 0.5)",15,0.019722551546757037,0.9411764705882353
[4],0.16,0.0,0.0,0.25,0.75,sigmoid,sgd,0.0,4,he,"(-0.1, 0.1)",15,0.019722551546757037,0.9411764705882353
[4],0.16,0.0,0.0,0.25,0.75,sigmoid,sgd,0.0,2,glorot,"(-0.5, 0.5)",15,0.0031101881816838965,1.0
[4],0.16,0.0,0.0,0.25,0.75,sigmoid,sgd,0.0,2,glorot,"(-0.1, 0.1)",15,0.0031101881816838965,1.0
[4],0.16,0.0,0.0,0.25,0.75,sigmoid,sgd,0.0,2,he,"(-0.5, 0.5)",15,0.0017137584633038897,1.0
[4],0.16,0.0,0.0,0.25,0.75,sigmoid,sgd,0.0,2,he,"(-0.1, 0.1)",15,0.0017137584633038897,1.0
[4],0.16,0.0,0.0,0.25,0.75,sigmoid,sgd,0.0,8,glorot,"(-0.5, 0.5)",15,0.018357126416064407,1.0
[4],0.16,0.0,0.0,0.25,0.75,sigmoid,sgd,0.0,8,glorot,"(-0.1, 0.1)",15,0.018357126416064407,1.0
[4],0.16,0.0,0.0,0.25,0.75,sigmoid,sgd,0.0,8,he,"(-0.5, 0.5)",15,0.046267438655590305,0.8529411764705882
[4],0.16,0.0,0.0,0.25,0.75,sigmoid,sgd,0.0,8,he,"(-0.1, 0.1)",15,0.046267438655590305,0.8529411764705882
[4],0.16,0.0,0.0,0.25,0.9000000000000001,sigmoid,sgd,0.0,4,glorot,"(-0.5, 0.5)",15,0.004229198657251017,1.0
[4],0.16,0.0,0.0,0.25,0.9000000000000001,sigmoid,sgd,0.0,4,glorot,"(-0.1, 0.1)",15,0.004229198657251017,1.0
[4],0.16,0.0,0.0,0.25,0.9000000000000001,sigmoid,sgd,0.0,4,he,"(-0.5, 0.5)",15,0.007374085823767062,1.0
[4],0.16,0.0,0.0,0.25,0.9000000000000001,sigmoid,sgd,0.0,4,he,"(-0.1, 0.1)",15,0.007374085823767062,1.0
[4],0.16,0.0,0.0,0.25,0.9000000000000001,sigmoid,sgd,0.0,2,glorot,"(-0.5, 0.5)",15,0.004241092505825531,1.0
[4],0.16,0.0,0.0,0.25,0.9000000000000001,sigmoid,sgd,0.0,2,glorot,"(-0.1, 0.1)",15,0.004241092505825531,1.0
[4],0.16,0.0,0.0,0.25,0.9000000000000001,sigmoid,sgd,0.0,2,he,"(-0.5, 0.5)",15,0.0010819443054353483,1.0
[4],0.16,0.0,0.0,0.25,0.9000000000000001,sigmoid,sgd,0.0,2,he,"(-0.1, 0.1)",15,0.0010819443054353483,1.0
[4],0.16,0.0,0.0,0.25,0.9000000000000001,sigmoid,sgd,0.0,8,glorot,"(-0.5, 0.5)",15,0.0050831611415559546,1.0
[4],0.16,0.0,0.0,0.25,0.9000000000000001,sigmoid,sgd,0.0,8,glorot,"(-0.1, 0.1)",15,0.0050831611415559546,1.0
[4],0.16,0.0,0.0,0.25,0.9000000000000001,sigmoid,sgd,0.0,8,he,"(-0.5, 0.5)",15,0.012506439492448673,1.0
[4],0.16,0.0,0.0,0.25,0.9000000000000001,sigmoid,sgd,0.0,8,he,"(-0.1, 0.1)",15,0.012506439492448673,1.0
[4],0.16,0.0,0.0,0.1,0.8,sigmoid,sgd,0.0,4,glorot,"(-0.5, 0.5)",15,0.008084144830360988,1.0
