Epoch,Train Loss,Train Accuracy,Validation Loss,Validation Accuracy
1,0.121955,0.6213,0.110358,0.6713
2,0.117008,0.6213,0.118556,0.6065
3,0.116602,0.5858,0.107830,0.6412
4,0.108776,0.6154,0.098091,0.6667
5,0.099515,0.5740,0.095539,0.6204
6,0.092477,0.6095,0.084739,0.6088
7,0.083820,0.5799,0.080129,0.6551
8,0.080257,0.6391,0.076991,0.5394
9,0.071490,0.6746,0.074371,0.6991
10,0.070370,0.6864,0.069100,0.7130
11,0.066825,0.6982,0.063055,0.7477
12,0.063168,0.7633,0.059915,0.7708
13,0.051344,0.8343,0.045630,0.9259
14,0.045281,0.9112,0.043674,0.9074
15,0.036324,0.9467,0.044104,0.9167
16,0.044602,0.9349,0.035858,0.9653
17,0.039614,0.9586,0.036320,0.9444
18,0.035725,0.9527,0.040967,0.9560
19,0.036285,0.9527,0.032141,0.9653
20,0.030397,0.9704,0.030447,0.9676
21,0.031585,0.9645,0.030170,0.9630
22,0.032101,0.9408,0.026177,0.9815
23,0.023859,0.9822,0.027476,0.9815
24,0.025327,0.9704,0.025219,0.9769
25,0.020909,0.9763,0.023457,0.9815
26,0.020795,0.9822,0.023302,0.9815
27,0.023715,0.9704,0.022544,0.9815
28,0.023198,0.9645,0.021652,0.9815
29,0.020027,0.9763,0.021076,0.9815
30,0.017417,0.9822,0.020955,0.9815
31,0.020202,0.9763,0.019731,0.9815
32,0.022650,0.9586,0.019756,0.9815
33,0.024638,0.9527,0.019441,0.9815
34,0.014135,0.9882,0.018759,0.9815
35,0.021914,0.9527,0.018202,0.9815
36,0.018906,0.9704,0.017759,0.9815
37,0.016339,0.9704,0.030571,0.9421
38,0.016259,0.9763,0.017681,0.9769
39,0.013116,0.9822,0.016861,0.9815
40,0.009701,0.9941,0.016350,0.9815
41,0.012838,0.9822,0.016028,0.9815
42,0.012976,0.9822,0.015670,0.9815
43,0.013661,0.9763,0.015209,0.9815
44,0.015904,0.9704,0.015188,0.9815
45,0.014798,0.9763,0.014795,0.9815
46,0.020141,0.9586,0.014533,0.9815
47,0.011555,0.9822,0.014491,0.9815
48,0.014598,0.9704,0.014195,0.9815
49,0.009211,0.9882,0.014028,0.9815
50,0.008022,0.9941,0.013790,0.9815
51,0.012758,0.9763,0.013726,0.9815
52,0.011757,0.9822,0.013571,0.9815
53,0.008566,0.9882,0.013397,0.9815
54,0.008459,0.9882,0.013285,0.9815
55,0.012351,0.9763,0.013205,0.9815
56,0.014444,0.9704,0.013120,0.9815
57,0.016331,0.9645,0.013039,0.9815
58,0.014188,0.9704,0.012972,0.9815
59,0.012249,0.9763,0.012906,0.9815
60,0.008776,0.9882,0.012681,0.9815
61,0.007766,0.9882,0.012584,0.9815
62,0.009738,0.9822,0.012501,0.9815
63,0.011760,0.9763,0.012433,0.9815
64,0.011799,0.9763,0.012366,0.9815
65,0.011698,0.9763,0.012287,0.9815
66,0.012442,0.9763,0.012243,0.9815
67,0.005224,0.9941,0.012119,0.9815
68,0.009424,0.9822,0.012029,0.9815
69,0.010146,0.9822,0.011945,0.9815
70,0.007206,0.9882,0.011851,0.9815
71,0.009290,0.9822,0.011787,0.9815
72,0.004857,0.9941,0.011709,0.9815
73,0.013723,0.9704,0.011752,0.9815
74,0.013596,0.9704,0.011714,0.9815
75,0.009198,0.9822,0.011639,0.9815
76,0.004674,0.9941,0.011556,0.9815
77,0.006843,0.9882,0.011494,0.9815
78,0.007494,0.9882,0.011418,0.9815
79,0.006889,0.9882,0.011366,0.9815
80,0.011304,0.9763,0.011346,0.9815
81,0.008952,0.9822,0.011295,0.9815
82,0.006718,0.9882,0.011238,0.9815
83,0.004327,0.9941,0.011179,0.9815
84,0.013466,0.9704,0.011178,0.9815
85,0.006581,0.9882,0.011110,0.9815
86,0.008831,0.9822,0.011122,0.9815
87,0.008817,0.9822,0.011082,0.9815
88,0.011260,0.9763,0.011286,0.9815
89,0.004674,0.9941,0.011001,0.9815
90,0.008910,0.9822,0.010921,0.9815
91,0.009347,0.9822,0.010867,0.9815
92,0.009839,0.9822,0.010783,0.9815
93,0.006415,0.9882,0.010765,0.9815
94,0.011704,0.9763,0.010785,0.9815
95,0.006348,0.9882,0.010729,0.9815
96,0.003971,0.9941,0.010677,0.9815
97,0.010985,0.9763,0.010681,0.9815
98,0.011619,0.9763,0.010660,0.9815
99,0.013330,0.9704,0.010690,0.9815
100,0.008614,0.9822,0.010695,0.9815
101,0.015750,0.9645,0.010777,0.9815
102,0.008653,0.9822,0.010730,0.9815
103,0.001548,1.0000,0.010666,0.9815
104,0.008573,0.9822,0.010649,0.9815
105,0.013300,0.9704,0.010642,0.9815
106,0.008574,0.9822,0.010646,0.9815
107,0.006230,0.9882,0.010614,0.9815
108,0.013312,0.9704,0.010646,0.9815
109,0.015677,0.9645,0.010651,0.9815
110,0.006193,0.9882,0.010613,0.9815
111,0.006182,0.9882,0.010581,0.9815
112,0.008525,0.9822,0.010559,0.9815
113,0.001376,1.0000,0.010512,0.9815
114,0.008523,0.9822,0.010496,0.9815
115,0.013291,0.9704,0.010509,0.9815
116,0.008522,0.9822,0.010506,0.9815
117,0.008530,0.9822,0.010474,0.9815
118,0.006078,0.9882,0.010447,0.9815
119,0.010899,0.9763,0.010468,0.9815
120,0.010892,0.9763,0.010497,0.9815
121,0.010898,0.9763,0.010492,0.9815
122,0.003690,0.9941,0.010449,0.9815
123,0.001239,1.0000,0.010396,0.9815
124,0.008451,0.9822,0.010389,0.9815
125,0.003605,0.9941,0.010359,0.9815
126,0.003587,0.9941,0.010328,0.9815
127,0.011416,0.9763,0.010313,0.9815
128,0.005990,0.9882,0.010296,0.9815
129,0.006022,0.9882,0.010282,0.9815
130,0.001071,1.0000,0.010251,0.9815
131,0.015807,0.9645,0.010267,0.9815
132,0.014135,0.9645,0.010352,0.9815
133,0.003589,0.9941,0.010260,0.9815
134,0.010880,0.9763,0.010248,0.9815
135,0.008434,0.9822,0.010237,0.9815
136,0.005949,0.9882,0.010213,0.9815
137,0.005936,0.9882,0.010196,0.9815
138,0.015764,0.9645,0.010204,0.9815
139,0.006888,0.9882,0.010169,0.9815
140,0.013447,0.9704,0.010175,0.9815
141,0.003473,0.9941,0.010155,0.9815
142,0.010878,0.9763,0.010157,0.9815
143,0.006358,0.9882,0.010153,0.9815
144,0.010859,0.9763,0.010156,0.9815
145,0.008364,0.9822,0.010148,0.9815
146,0.010854,0.9763,0.010165,0.9815
147,0.013311,0.9704,0.010170,0.9815
148,0.018247,0.9586,0.010205,0.9815
149,0.003445,0.9941,0.010184,0.9815
150,0.008375,0.9822,0.010177,0.9815
1,0.121955,0.6213,0.110358,0.6713
2,0.117008,0.6213,0.118556,0.6065
3,0.116602,0.5858,0.107830,0.6412
4,0.108776,0.6154,0.098091,0.6667
5,0.099515,0.5740,0.095539,0.6204
6,0.092477,0.6095,0.084739,0.6088
7,0.083820,0.5799,0.080129,0.6551
8,0.080257,0.6391,0.076991,0.5394
9,0.071490,0.6746,0.074371,0.6991
10,0.070370,0.6864,0.069100,0.7130
11,0.066825,0.6982,0.063055,0.7477
12,0.063168,0.7633,0.059915,0.7708
13,0.051344,0.8343,0.045630,0.9259
14,0.045281,0.9112,0.043674,0.9074
15,0.036324,0.9467,0.044104,0.9167
16,0.044602,0.9349,0.035858,0.9653
17,0.039614,0.9586,0.036320,0.9444
18,0.035725,0.9527,0.040967,0.9560
19,0.036285,0.9527,0.032141,0.9653
20,0.030397,0.9704,0.030447,0.9676
21,0.031585,0.9645,0.030170,0.9630
22,0.032101,0.9408,0.026177,0.9815
23,0.023859,0.9822,0.027476,0.9815
24,0.025327,0.9704,0.025219,0.9769
25,0.020909,0.9763,0.023457,0.9815
26,0.020795,0.9822,0.023302,0.9815
27,0.023715,0.9704,0.022544,0.9815
28,0.023198,0.9645,0.021652,0.9815
29,0.020027,0.9763,0.021076,0.9815
30,0.017417,0.9822,0.020955,0.9815
31,0.020202,0.9763,0.019731,0.9815
32,0.022650,0.9586,0.019756,0.9815
33,0.024638,0.9527,0.019441,0.9815
34,0.014135,0.9882,0.018759,0.9815
35,0.021914,0.9527,0.018202,0.9815
36,0.018906,0.9704,0.017759,0.9815
37,0.016339,0.9704,0.030571,0.9421
38,0.016259,0.9763,0.017681,0.9769
39,0.013116,0.9822,0.016861,0.9815
40,0.009701,0.9941,0.016350,0.9815
41,0.012838,0.9822,0.016028,0.9815
42,0.012976,0.9822,0.015670,0.9815
43,0.013661,0.9763,0.015209,0.9815
44,0.015904,0.9704,0.015188,0.9815
45,0.014798,0.9763,0.014795,0.9815
46,0.020141,0.9586,0.014533,0.9815
47,0.011555,0.9822,0.014491,0.9815
48,0.014598,0.9704,0.014195,0.9815
49,0.009211,0.9882,0.014028,0.9815
50,0.008022,0.9941,0.013790,0.9815
51,0.012758,0.9763,0.013726,0.9815
52,0.011757,0.9822,0.013571,0.9815
53,0.008566,0.9882,0.013397,0.9815
54,0.008459,0.9882,0.013285,0.9815
55,0.012351,0.9763,0.013205,0.9815
56,0.014444,0.9704,0.013120,0.9815
57,0.016331,0.9645,0.013039,0.9815
58,0.014188,0.9704,0.012972,0.9815
59,0.012249,0.9763,0.012906,0.9815
60,0.008776,0.9882,0.012681,0.9815
61,0.007766,0.9882,0.012584,0.9815
62,0.009738,0.9822,0.012501,0.9815
63,0.011760,0.9763,0.012433,0.9815
64,0.011799,0.9763,0.012366,0.9815
65,0.011698,0.9763,0.012287,0.9815
66,0.012442,0.9763,0.012243,0.9815
67,0.005224,0.9941,0.012119,0.9815
68,0.009424,0.9822,0.012029,0.9815
69,0.010146,0.9822,0.011945,0.9815
70,0.007206,0.9882,0.011851,0.9815
71,0.009290,0.9822,0.011787,0.9815
72,0.004857,0.9941,0.011709,0.9815
73,0.013723,0.9704,0.011752,0.9815
74,0.013596,0.9704,0.011714,0.9815
75,0.009198,0.9822,0.011639,0.9815
76,0.004674,0.9941,0.011556,0.9815
77,0.006843,0.9882,0.011494,0.9815
78,0.007494,0.9882,0.011418,0.9815
79,0.006889,0.9882,0.011366,0.9815
80,0.011304,0.9763,0.011346,0.9815
