Epoch,Train Loss,Train Accuracy,Validation Loss,Validation Accuracy
1,0.125786,0.5976,0.115840,0.6620
2,0.118948,0.6272,0.114054,0.6736
3,0.113405,0.6568,0.119604,0.6296
4,0.112321,0.6805,0.107710,0.7060
5,0.110460,0.6746,0.103656,0.7315
6,0.100138,0.7574,0.098410,0.7662
7,0.092362,0.7870,0.093834,0.7731
8,0.091820,0.7870,0.092297,0.7731
9,0.086194,0.7870,0.088629,0.7731
10,0.078189,0.7870,0.078264,0.7731
11,0.066583,0.7692,0.071525,0.7963
12,0.056302,0.8521,0.073246,0.7963
13,0.054231,0.8521,0.064891,0.8241
14,0.045168,0.8935,0.070214,0.8310
15,0.050036,0.8817,0.059766,0.8426
16,0.041922,0.8994,0.053733,0.8634
17,0.037454,0.9112,0.047183,0.8843
18,0.029680,0.9349,0.036494,0.9236
19,0.017333,0.9586,0.024801,0.9444
20,0.015017,0.9704,0.024195,0.9444
21,0.014113,0.9704,0.025212,0.9444
22,0.013830,0.9704,0.024375,0.9444
23,0.013784,0.9704,0.023766,0.9444
24,0.013423,0.9704,0.024400,0.9444
25,0.013605,0.9704,0.024147,0.9444
26,0.013473,0.9704,0.023836,0.9444
27,0.013517,0.9704,0.024240,0.9444
28,0.013588,0.9704,0.024228,0.9444
29,0.013361,0.9704,0.023754,0.9444
30,0.013371,0.9704,0.023303,0.9444
31,0.013259,0.9704,0.022671,0.9444
32,0.013769,0.9704,0.022455,0.9444
33,0.013537,0.9704,0.023297,0.9444
34,0.013354,0.9704,0.023754,0.9444
35,0.013145,0.9704,0.022795,0.9444
36,0.013362,0.9704,0.023153,0.9444
37,0.013426,0.9704,0.022441,0.9444
38,0.013369,0.9704,0.023013,0.9444
39,0.013159,0.9704,0.024310,0.9444
40,0.013399,0.9704,0.024095,0.9444
41,0.013357,0.9704,0.023138,0.9444
42,0.014551,0.9704,0.022363,0.9444
43,0.013418,0.9704,0.025043,0.9444
44,0.013505,0.9704,0.024074,0.9444
45,0.013383,0.9704,0.022657,0.9444
46,0.013681,0.9704,0.021987,0.9444
47,0.013061,0.9704,0.023683,0.9444
48,0.013184,0.9704,0.023049,0.9444
49,0.013132,0.9704,0.023877,0.9444
50,0.013701,0.9704,0.023196,0.9444
51,0.014877,0.9704,0.021534,0.9444
52,0.013864,0.9704,0.025108,0.9444
53,0.013536,0.9704,0.024296,0.9444
54,0.013696,0.9704,0.023057,0.9444
55,0.013052,0.9704,0.023598,0.9444
56,0.013124,0.9704,0.023531,0.9444
57,0.013129,0.9704,0.023357,0.9444
58,0.013141,0.9704,0.022835,0.9444
59,0.013057,0.9704,0.021524,0.9444
60,0.014116,0.9704,0.022839,0.9444
61,0.012802,0.9704,0.024913,0.9444
62,0.013745,0.9704,0.024400,0.9444
63,0.013289,0.9704,0.022747,0.9444
64,0.013495,0.9704,0.023644,0.9444
65,0.013116,0.9704,0.023219,0.9444
66,0.013094,0.9704,0.023654,0.9444
67,0.013254,0.9704,0.023297,0.9444
68,0.013622,0.9704,0.024143,0.9444
69,0.013050,0.9704,0.022453,0.9444
70,0.014246,0.9704,0.022115,0.9444
71,0.013891,0.9704,0.024179,0.9444
72,0.013676,0.9704,0.021468,0.9444
73,0.013421,0.9704,0.023748,0.9444
74,0.013228,0.9704,0.022677,0.9444
75,0.015037,0.9704,0.021451,0.9444
76,0.013298,0.9704,0.024570,0.9444
77,0.013447,0.9704,0.024160,0.9444
78,0.013099,0.9704,0.022440,0.9444
79,0.012954,0.9704,0.021980,0.9444
