Epoch,Train Loss,Train Accuracy,Validation Loss,Validation Accuracy
1,0.015307,0.9704,0.020700,0.9444
2,0.014097,0.9704,0.021173,0.9444
3,0.013149,0.9704,0.021593,0.9444
4,0.012929,0.9704,0.021924,0.9444
5,0.012869,0.9704,0.022282,0.9444
6,0.012853,0.9704,0.022512,0.9444
7,0.012915,0.9704,0.022809,0.9444
8,0.012920,0.9704,0.022933,0.9444
9,0.012943,0.9704,0.022878,0.9444
10,0.012940,0.9704,0.023044,0.9444
11,0.012949,0.9704,0.023025,0.9444
12,0.012928,0.9704,0.023073,0.9444
13,0.012954,0.9704,0.023073,0.9444
14,0.012958,0.9704,0.023098,0.9444
15,0.012984,0.9704,0.023215,0.9444
16,0.012970,0.9704,0.023243,0.9444
17,0.012961,0.9704,0.023109,0.9444
18,0.012914,0.9704,0.022867,0.9444
19,0.012922,0.9704,0.022477,0.9444
20,0.012898,0.9704,0.022516,0.9444
