n_hidden,learning_rate,reg_lambda,l1_lambda,dropout_rate,momentum,activation,optimizer,lr_decay,batch_size,weight_init,init_range,patience,val_loss,val_accuracy,trial_number
[3],0.01,0.0,0.0,0.25,0.8,sigmoid,sgd,0.9000000000000004,2,gaussian,"(-0.1, 0.1)",15,0.12486161430204679,0.6,1
[3],0.01,0.0,0.0,0.05,0.75,sigmoid,sgd,0.8500000000000003,12,gaussian,"(-0.1, 0.1)",15,0.12529576358133576,0.48,2
[3],0.16,0.0,0.0,0.1,0.8,sigmoid,sgd,0.55,10,gaussian,"(-0.5, 0.5)",15,0.12124611057910194,0.56,3
[4],0.16,0.0,0.0,0.0,0.8500000000000001,sigmoid,sgd,0.9500000000000004,8,gaussian,"(-0.1, 0.1)",15,0.08854484600818345,0.88,4
[3],0.01,0.0,0.0,0.1,0.7,sigmoid,sgd,0.8500000000000003,8,gaussian,"(-0.5, 0.5)",15,0.1253446326499864,0.44,5
[4],0.01,0.0,0.0,0.25,0.8,sigmoid,sgd,0.8500000000000003,10,gaussian,"(-0.1, 0.1)",15,0.1251993854976591,0.52,6
[4],0.01,0.0,0.0,0.05,0.7,sigmoid,sgd,0.6500000000000001,12,gaussian,"(-0.1, 0.1)",15,0.12529990573230176,0.52,7
[4],0.16,0.0,0.0,0.25,0.8500000000000001,sigmoid,sgd,0.9000000000000004,12,gaussian,"(-0.5, 0.5)",15,0.1198202392081427,0.56,8
[4],0.16,0.0,0.0,0.05,0.75,sigmoid,sgd,0.6000000000000001,4,gaussian,"(-0.1, 0.1)",15,0.0421579665457285,0.92,9
[4],0.16,0.0,0.0,0.2,0.8500000000000001,sigmoid,sgd,0.7500000000000002,2,gaussian,"(-0.5, 0.5)",15,0.04307895108948409,0.92,10
[3],0.16,0.0,0.0,0.0,0.8,sigmoid,sgd,0.6000000000000001,8,gaussian,"(-0.1, 0.1)",15,0.07074771830663093,0.92,11
[4],0.16,0.0,0.0,0.0,0.7,sigmoid,sgd,0.6500000000000001,12,gaussian,"(-0.1, 0.1)",15,0.12155779503867624,0.52,12
[4],0.01,0.0,0.0,0.2,0.75,sigmoid,sgd,0.9000000000000004,12,gaussian,"(-0.1, 0.1)",15,0.12532226202358068,0.52,13
[3],0.16,0.0,0.0,0.15000000000000002,0.8,sigmoid,sgd,0.6500000000000001,2,gaussian,"(-0.1, 0.1)",15,0.028433769502197396,0.92,14
[3],0.01,0.0,0.0,0.0,0.7,sigmoid,sgd,0.7500000000000002,2,gaussian,"(-0.5, 0.5)",15,0.12491304192701268,0.56,15
[4],0.01,0.0,0.0,0.2,0.75,sigmoid,sgd,0.6500000000000001,2,gaussian,"(-0.5, 0.5)",15,0.125242928736652,0.56,16
[4],0.16,0.0,0.0,0.15000000000000002,0.8500000000000001,sigmoid,sgd,0.7500000000000002,2,gaussian,"(-0.1, 0.1)",15,0.028809127637868633,0.92,17
[3],0.16,0.0,0.0,0.05,0.8500000000000001,sigmoid,sgd,0.55,10,gaussian,"(-0.1, 0.1)",15,0.06528839824520148,0.92,18
[3],0.01,0.0,0.0,0.05,0.75,sigmoid,sgd,0.8000000000000003,2,gaussian,"(-0.5, 0.5)",15,0.12489518024449749,0.56,19
[3],0.16,0.0,0.0,0.1,0.8500000000000001,sigmoid,sgd,0.6500000000000001,8,gaussian,"(-0.1, 0.1)",15,0.09060717916849736,0.8,20
[3],0.16,0.0,0.0,0.0,0.7,sigmoid,sgd,0.6000000000000001,2,gaussian,"(-0.1, 0.1)",15,0.032725202320932276,0.92,21
[4],0.01,0.0,0.0,0.2,0.75,sigmoid,sgd,0.7000000000000002,4,gaussian,"(-0.1, 0.1)",15,0.1247950787914778,0.52,22
[4],0.16,0.0,0.0,0.05,0.8,sigmoid,sgd,0.8500000000000003,12,gaussian,"(-0.1, 0.1)",15,0.11753962716555376,0.52,23
[3],0.16,0.0,0.0,0.05,0.8,sigmoid,sgd,0.6000000000000001,10,gaussian,"(-0.1, 0.1)",15,0.10398220516659724,0.8,24
[4],0.01,0.0,0.0,0.05,0.8,sigmoid,sgd,0.7000000000000002,12,gaussian,"(-0.5, 0.5)",15,0.12613511686947507,0.48,25
[3],0.16,0.0,0.0,0.2,0.8500000000000001,sigmoid,sgd,0.7000000000000002,2,gaussian,"(-0.5, 0.5)",15,0.03189959715545246,0.92,26
[3],0.16,0.0,0.0,0.05,0.8500000000000001,sigmoid,sgd,0.6000000000000001,12,gaussian,"(-0.5, 0.5)",15,0.11678640318454918,0.6,27
[3],0.16,0.0,0.0,0.05,0.7,sigmoid,sgd,0.6500000000000001,4,gaussian,"(-0.5, 0.5)",15,0.08771479079463668,0.8,28
[4],0.01,0.0,0.0,0.05,0.75,sigmoid,sgd,0.7500000000000002,10,gaussian,"(-0.5, 0.5)",15,0.12610873609496134,0.56,29
[3],0.01,0.0,0.0,0.15000000000000002,0.7,sigmoid,sgd,0.7500000000000002,8,gaussian,"(-0.1, 0.1)",15,0.1252120709905449,0.4,30
[3],0.01,0.0,0.0,0.15000000000000002,0.8,sigmoid,sgd,0.9000000000000004,10,gaussian,"(-0.1, 0.1)",15,0.12519690258358676,0.52,31
[3],0.16,0.0,0.0,0.05,0.9000000000000001,sigmoid,sgd,0.7500000000000002,8,gaussian,"(-0.1, 0.1)",15,0.04013004277620933,0.92,32
[4],0.01,0.0,0.0,0.1,0.7,sigmoid,sgd,0.8000000000000003,2,gaussian,"(-0.5, 0.5)",15,0.12540268573261712,0.56,33
[3],0.16,0.0,0.0,0.2,0.8,sigmoid,sgd,0.9000000000000004,4,gaussian,"(-0.5, 0.5)",15,0.07295654593630632,0.84,34
[4],0.01,0.0,0.0,0.2,0.9000000000000001,sigmoid,sgd,0.7000000000000002,4,gaussian,"(-0.5, 0.5)",15,0.12527658368758346,0.52,35
[4],0.16,0.0,0.0,0.15000000000000002,0.75,sigmoid,sgd,0.9000000000000004,12,gaussian,"(-0.1, 0.1)",15,0.12113666351320417,0.52,36
[3],0.16,0.0,0.0,0.05,0.75,sigmoid,sgd,0.8500000000000003,12,gaussian,"(-0.5, 0.5)",15,0.12411120605902891,0.56,37
[4],0.01,0.0,0.0,0.25,0.8500000000000001,sigmoid,sgd,0.5,2,gaussian,"(-0.1, 0.1)",15,0.1240202147254441,0.52,38
[3],0.16,0.0,0.0,0.0,0.9000000000000001,sigmoid,sgd,0.8500000000000003,12,gaussian,"(-0.5, 0.5)",15,0.1124897503074164,0.56,39
[4],0.16,0.0,0.0,0.05,0.8500000000000001,sigmoid,sgd,0.9000000000000004,10,gaussian,"(-0.5, 0.5)",15,0.11615418555836733,0.56,40
[4],0.01,0.0,0.0,0.25,0.8,sigmoid,sgd,0.9000000000000004,2,gaussian,"(-0.1, 0.1)",15,0.12459635961339076,0.52,41
[3],0.16,0.0,0.0,0.25,0.75,sigmoid,sgd,0.7500000000000002,12,gaussian,"(-0.5, 0.5)",15,0.12400560102089166,0.56,42
[3],0.01,0.0,0.0,0.15000000000000002,0.8500000000000001,sigmoid,sgd,0.7500000000000002,8,gaussian,"(-0.5, 0.5)",15,0.12525091461892932,0.44,43
[3],0.16,0.0,0.0,0.05,0.8,sigmoid,sgd,0.7500000000000002,10,gaussian,"(-0.5, 0.5)",15,0.12280464470535993,0.52,44
[3],0.01,0.0,0.0,0.15000000000000002,0.9000000000000001,sigmoid,sgd,0.8500000000000003,4,gaussian,"(-0.5, 0.5)",15,0.12495140873663572,0.52,45
[4],0.16,0.0,0.0,0.05,0.8500000000000001,sigmoid,sgd,0.8000000000000003,8,gaussian,"(-0.5, 0.5)",15,0.09614819571058668,0.8,46
[3],0.01,0.0,0.0,0.1,0.75,sigmoid,sgd,0.6500000000000001,2,gaussian,"(-0.1, 0.1)",15,0.12497796366202264,0.56,47
[3],0.16,0.0,0.0,0.25,0.7,sigmoid,sgd,0.6000000000000001,12,gaussian,"(-0.1, 0.1)",15,0.12263116994329577,0.56,48
[4],0.01,0.0,0.0,0.2,0.7,sigmoid,sgd,0.55,12,gaussian,"(-0.1, 0.1)",15,0.1252456430646393,0.52,49
[4],0.01,0.0,0.0,0.2,0.7,sigmoid,sgd,0.9000000000000004,8,gaussian,"(-0.5, 0.5)",15,0.12613193188890343,0.52,50
[4],0.01,0.0,0.0,0.15000000000000002,0.8,sigmoid,sgd,0.9000000000000004,8,gaussian,"(-0.5, 0.5)",15,0.12605656888071454,0.48,51
[4],0.16,0.0,0.0,0.1,0.75,sigmoid,sgd,0.8500000000000003,12,gaussian,"(-0.5, 0.5)",15,0.12412818074139192,0.56,52
[3],0.16,0.0,0.0,0.1,0.75,sigmoid,sgd,0.7500000000000002,8,gaussian,"(-0.1, 0.1)",15,0.1219730860332874,0.44,53
[3],0.01,0.0,0.0,0.05,0.8500000000000001,sigmoid,sgd,0.8500000000000003,2,gaussian,"(-0.5, 0.5)",15,0.12472512406607006,0.56,54
[3],0.16,0.0,0.0,0.25,0.75,sigmoid,sgd,0.8000000000000003,12,gaussian,"(-0.5, 0.5)",15,0.12409911756866038,0.56,55
[4],0.16,0.0,0.0,0.1,0.8,sigmoid,sgd,0.55,12,gaussian,"(-0.1, 0.1)",15,0.10795626016025556,0.56,56
[3],0.16,0.0,0.0,0.1,0.9000000000000001,sigmoid,sgd,0.6500000000000001,8,gaussian,"(-0.5, 0.5)",15,0.047607077922912557,0.92,57
[3],0.01,0.0,0.0,0.1,0.7,sigmoid,sgd,0.55,2,gaussian,"(-0.5, 0.5)",15,0.12485514495396022,0.56,58
[4],0.16,0.0,0.0,0.1,0.75,sigmoid,sgd,0.55,10,gaussian,"(-0.1, 0.1)",15,0.11230381589807599,0.68,59
[3],0.01,0.0,0.0,0.05,0.9000000000000001,sigmoid,sgd,0.9000000000000004,10,gaussian,"(-0.5, 0.5)",15,0.1252608228357341,0.44,60
[4],0.16,0.0,0.0,0.1,0.9000000000000001,sigmoid,sgd,0.6500000000000001,4,gaussian,"(-0.1, 0.1)",15,0.03648805923885821,0.92,61
[3],0.01,0.0,0.0,0.05,0.9000000000000001,sigmoid,sgd,0.8500000000000003,12,gaussian,"(-0.5, 0.5)",15,0.1252957693801784,0.52,62
[3],0.01,0.0,0.0,0.1,0.8,sigmoid,sgd,0.9500000000000004,4,gaussian,"(-0.1, 0.1)",15,0.12510629581034746,0.44,63
[3],0.01,0.0,0.0,0.1,0.75,sigmoid,sgd,0.9500000000000004,12,gaussian,"(-0.5, 0.5)",15,0.12540564267442228,0.48,64
[3],0.16,0.0,0.0,0.25,0.8,sigmoid,sgd,0.55,12,gaussian,"(-0.5, 0.5)",15,0.12193660343561939,0.56,65
[4],0.16,0.0,0.0,0.0,0.7,sigmoid,sgd,0.6000000000000001,10,gaussian,"(-0.5, 0.5)",15,0.1227411375204886,0.6,66
[3],0.16,0.0,0.0,0.25,0.8500000000000001,sigmoid,sgd,0.7500000000000002,8,gaussian,"(-0.1, 0.1)",15,0.06356306498360619,0.92,67
[4],0.16,0.0,0.0,0.25,0.8500000000000001,sigmoid,sgd,0.55,8,gaussian,"(-0.5, 0.5)",15,0.07781361020981281,0.88,68
[3],0.16,0.0,0.0,0.2,0.7,sigmoid,sgd,0.9000000000000004,8,gaussian,"(-0.5, 0.5)",15,0.12394400981392806,0.52,69
[3],0.01,0.0,0.0,0.1,0.9000000000000001,sigmoid,sgd,0.55,2,gaussian,"(-0.1, 0.1)",15,0.1245197519869847,0.48,70
[4],0.01,0.0,0.0,0.2,0.8500000000000001,sigmoid,sgd,0.55,4,gaussian,"(-0.5, 0.5)",15,0.12539122332580524,0.52,71
[4],0.16,0.0,0.0,0.15000000000000002,0.8500000000000001,sigmoid,sgd,0.6500000000000001,12,gaussian,"(-0.1, 0.1)",15,0.09934912985431786,0.8,72
[4],0.16,0.0,0.0,0.1,0.9000000000000001,sigmoid,sgd,0.9500000000000004,12,gaussian,"(-0.1, 0.1)",15,0.10024021816508974,0.6,73
[4],0.16,0.0,0.0,0.1,0.8,sigmoid,sgd,0.6500000000000001,12,gaussian,"(-0.1, 0.1)",15,0.11291553202559473,0.52,74
[4],0.01,0.0,0.0,0.1,0.8500000000000001,sigmoid,sgd,0.5,4,gaussian,"(-0.1, 0.1)",15,0.12441640850562967,0.52,75
[4],0.01,0.0,0.0,0.2,0.8500000000000001,sigmoid,sgd,0.55,10,gaussian,"(-0.5, 0.5)",15,0.12589790065242837,0.52,76
[4],0.01,0.0,0.0,0.1,0.9000000000000001,sigmoid,sgd,0.9500000000000004,2,gaussian,"(-0.5, 0.5)",15,0.12460312394668929,0.52,77
[3],0.01,0.0,0.0,0.15000000000000002,0.7,sigmoid,sgd,0.5,2,gaussian,"(-0.1, 0.1)",15,0.12492875944487455,0.52,78
[4],0.16,0.0,0.0,0.1,0.8500000000000001,sigmoid,sgd,0.6000000000000001,4,gaussian,"(-0.5, 0.5)",15,0.047834635542163564,0.92,79
[3],0.16,0.0,0.0,0.2,0.75,sigmoid,sgd,0.7000000000000002,2,gaussian,"(-0.5, 0.5)",15,0.03627972634270367,0.92,80
[3],0.01,0.0,0.0,0.15000000000000002,0.8,sigmoid,sgd,0.7000000000000002,4,gaussian,"(-0.5, 0.5)",15,0.12508277027964604,0.48,81
[3],0.01,0.0,0.0,0.15000000000000002,0.9000000000000001,sigmoid,sgd,0.8000000000000003,8,gaussian,"(-0.1, 0.1)",15,0.12511580463241415,0.48,82
[4],0.16,0.0,0.0,0.05,0.9000000000000001,sigmoid,sgd,0.6000000000000001,2,gaussian,"(-0.5, 0.5)",15,0.038089286705831726,0.92,83
[4],0.01,0.0,0.0,0.2,0.8,sigmoid,sgd,0.8000000000000003,4,gaussian,"(-0.1, 0.1)",15,0.12474248199780769,0.52,84
[4],0.16,0.0,0.0,0.05,0.8,sigmoid,sgd,0.8500000000000003,2,gaussian,"(-0.1, 0.1)",15,0.032436362487698676,0.92,85
[4],0.16,0.0,0.0,0.0,0.8500000000000001,sigmoid,sgd,0.7500000000000002,8,gaussian,"(-0.5, 0.5)",15,0.09031873634977847,0.84,86
[3],0.01,0.0,0.0,0.15000000000000002,0.7,sigmoid,sgd,0.7000000000000002,10,gaussian,"(-0.1, 0.1)",15,0.12520981158572206,0.52,87
[3],0.01,0.0,0.0,0.1,0.8500000000000001,sigmoid,sgd,0.8000000000000003,10,gaussian,"(-0.5, 0.5)",15,0.12530405072192288,0.48,88
[3],0.16,0.0,0.0,0.25,0.7,sigmoid,sgd,0.7500000000000002,4,gaussian,"(-0.5, 0.5)",15,0.10092435926909697,0.72,89
[3],0.16,0.0,0.0,0.0,0.8,sigmoid,sgd,0.6500000000000001,2,gaussian,"(-0.1, 0.1)",15,0.03309550227111449,0.92,90
[3],0.01,0.0,0.0,0.0,0.8,sigmoid,sgd,0.9000000000000004,4,gaussian,"(-0.1, 0.1)",15,0.12501871801755637,0.52,91
[4],0.01,0.0,0.0,0.2,0.7,sigmoid,sgd,0.6000000000000001,2,gaussian,"(-0.1, 0.1)",15,0.12454623840815256,0.52,92
[3],0.16,0.0,0.0,0.05,0.9000000000000001,sigmoid,sgd,0.5,4,gaussian,"(-0.1, 0.1)",15,0.031367691682008494,0.92,93
[3],0.16,0.0,0.0,0.15000000000000002,0.8,sigmoid,sgd,0.9000000000000004,8,gaussian,"(-0.1, 0.1)",15,0.11989662319853817,0.56,94
[3],0.16,0.0,0.0,0.15000000000000002,0.8500000000000001,sigmoid,sgd,0.55,8,gaussian,"(-0.1, 0.1)",15,0.056797982495971074,0.92,95
[3],0.16,0.0,0.0,0.2,0.9000000000000001,sigmoid,sgd,0.9000000000000004,12,gaussian,"(-0.1, 0.1)",15,0.1065170964942869,0.56,96
[3],0.01,0.0,0.0,0.15000000000000002,0.8500000000000001,sigmoid,sgd,0.8000000000000003,10,gaussian,"(-0.5, 0.5)",15,0.12530068541063102,0.52,97
[4],0.16,0.0,0.0,0.25,0.8,sigmoid,sgd,0.55,2,gaussian,"(-0.5, 0.5)",15,0.042572845446297095,0.92,98
[3],0.16,0.0,0.0,0.05,0.9000000000000001,sigmoid,sgd,0.7500000000000002,10,gaussian,"(-0.5, 0.5)",15,0.09422987691985718,0.72,99
[4],0.16,0.0,0.0,0.0,0.9000000000000001,sigmoid,sgd,0.55,8,gaussian,"(-0.1, 0.1)",15,0.04083249257662183,0.92,100
[4],0.01,0.0,0.0,0.15000000000000002,0.9000000000000001,sigmoid,sgd,0.7000000000000002,8,gaussian,"(-0.5, 0.5)",15,0.12576717635028262,0.52,101
[3],0.01,0.0,0.0,0.05,0.9000000000000001,sigmoid,sgd,0.55,12,gaussian,"(-0.5, 0.5)",15,0.1252184362352808,0.44,102
[4],0.16,0.0,0.0,0.1,0.75,sigmoid,sgd,0.5,4,gaussian,"(-0.1, 0.1)",15,0.04274943995848157,0.92,103
[3],0.16,0.0,0.0,0.15000000000000002,0.8500000000000001,sigmoid,sgd,0.6500000000000001,12,gaussian,"(-0.5, 0.5)",15,0.11972470514989615,0.6,104
[4],0.01,0.0,0.0,0.1,0.9000000000000001,sigmoid,sgd,0.8000000000000003,12,gaussian,"(-0.1, 0.1)",15,0.12492503160207223,0.52,105
[3],0.16,0.0,0.0,0.05,0.75,sigmoid,sgd,0.5,10,gaussian,"(-0.1, 0.1)",15,0.1110482680826203,0.76,106
[3],0.16,0.0,0.0,0.2,0.75,sigmoid,sgd,0.8000000000000003,2,gaussian,"(-0.1, 0.1)",15,0.03590573754414928,0.92,107
[4],0.16,0.0,0.0,0.2,0.8500000000000001,sigmoid,sgd,0.5,8,gaussian,"(-0.5, 0.5)",15,0.07278520509126092,0.92,108
[4],0.01,0.0,0.0,0.15000000000000002,0.7,sigmoid,sgd,0.8000000000000003,8,gaussian,"(-0.1, 0.1)",15,0.1251962514960482,0.52,109
[4],0.01,0.0,0.0,0.0,0.9000000000000001,sigmoid,sgd,0.6000000000000001,4,gaussian,"(-0.1, 0.1)",15,0.12413596265087185,0.52,110
[4],0.01,0.0,0.0,0.05,0.9000000000000001,sigmoid,sgd,0.8500000000000003,12,gaussian,"(-0.5, 0.5)",15,0.12604439986343488,0.48,111
