n_hidden,learning_rate,reg_lambda,l1_lambda,dropout_rate,momentum,activation,optimizer,lr_decay,batch_size,weight_init,init_range,patience,val_loss,val_accuracy
[4],0.16,0.0,0.0,0.15000000000000002,0.8500000000000001,sigmoid,sgd,0.7500000000000002,2,gaussian,"(-0.1, 0.1)",15,0.028809127637868633,0.92
[4],0.16,0.0,0.0,0.15000000000000002,0.8500000000000001,sigmoid,sgd,0.7500000000000002,4,gaussian,"(-0.1, 0.1)",15,0.0370649655500138,0.92
[4],0.16,0.0,0.0,0.15000000000000002,0.8500000000000001,sigmoid,sgd,0.8000000000000003,2,gaussian,"(-0.1, 0.1)",15,0.029174353996004734,0.92
[4],0.16,0.0,0.0,0.15000000000000002,0.8500000000000001,sigmoid,sgd,0.8000000000000003,4,gaussian,"(-0.1, 0.1)",15,0.0377003480038591,0.92
[4],0.16,0.0,0.0,0.15000000000000002,0.8500000000000001,sigmoid,sgd,0.5,2,gaussian,"(-0.1, 0.1)",15,0.026987142550615396,0.96
[4],0.16,0.0,0.0,0.15000000000000002,0.8500000000000001,sigmoid,sgd,0.5,4,gaussian,"(-0.1, 0.1)",15,0.03350049052997,0.92
[4],0.16,0.0,0.0,0.15000000000000002,0.9000000000000001,sigmoid,sgd,0.6500000000000001,2,gaussian,"(-0.1, 0.1)",15,0.030573572552990633,0.92
[4],0.16,0.0,0.0,0.15000000000000002,0.9000000000000001,sigmoid,sgd,0.6500000000000001,4,gaussian,"(-0.1, 0.1)",15,0.031026304885318573,0.92
[4],0.16,0.0,0.0,0.15000000000000002,0.9000000000000001,sigmoid,sgd,0.7500000000000002,2,gaussian,"(-0.1, 0.1)",15,0.03050852724454667,0.92
[4],0.16,0.0,0.0,0.15000000000000002,0.9000000000000001,sigmoid,sgd,0.7500000000000002,4,gaussian,"(-0.1, 0.1)",15,0.03233928859248929,0.92
[4],0.16,0.0,0.0,0.15000000000000002,0.9000000000000001,sigmoid,sgd,0.8000000000000003,2,gaussian,"(-0.1, 0.1)",15,0.029596860260712822,0.92
[4],0.16,0.0,0.0,0.15000000000000002,0.9000000000000001,sigmoid,sgd,0.8000000000000003,4,gaussian,"(-0.1, 0.1)",15,0.03297289713385962,0.92
[4],0.16,0.0,0.0,0.15000000000000002,0.9000000000000001,sigmoid,sgd,0.5,2,gaussian,"(-0.1, 0.1)",15,0.03000853045524343,0.92
[4],0.16,0.0,0.0,0.15000000000000002,0.9000000000000001,sigmoid,sgd,0.5,4,gaussian,"(-0.1, 0.1)",15,0.029134113832779557,0.92
[4],0.16,0.0,0.0,0.2,0.8,sigmoid,sgd,0.6500000000000001,2,gaussian,"(-0.1, 0.1)",15,0.03412630239522739,0.92
[4],0.16,0.0,0.0,0.2,0.8,sigmoid,sgd,0.6500000000000001,4,gaussian,"(-0.1, 0.1)",15,0.04297244570550964,0.92
[4],0.16,0.0,0.0,0.2,0.8,sigmoid,sgd,0.7500000000000002,2,gaussian,"(-0.1, 0.1)",15,0.03481376540970148,0.92
[4],0.16,0.0,0.0,0.2,0.8,sigmoid,sgd,0.7500000000000002,4,gaussian,"(-0.1, 0.1)",15,0.045538801985942026,0.92
[4],0.16,0.0,0.0,0.2,0.8,sigmoid,sgd,0.8000000000000003,2,gaussian,"(-0.1, 0.1)",15,0.035162130501784385,0.92
[4],0.16,0.0,0.0,0.2,0.8,sigmoid,sgd,0.8000000000000003,4,gaussian,"(-0.1, 0.1)",15,0.04708704587639054,0.92
[4],0.16,0.0,0.0,0.2,0.8,sigmoid,sgd,0.5,2,gaussian,"(-0.1, 0.1)",15,0.032886311631927984,0.92
[4],0.16,0.0,0.0,0.2,0.8,sigmoid,sgd,0.5,4,gaussian,"(-0.1, 0.1)",15,0.040357131080879426,0.92
[4],0.16,0.0,0.0,0.2,0.8500000000000001,sigmoid,sgd,0.6500000000000001,2,gaussian,"(-0.1, 0.1)",15,0.03267779569709029,0.92
[4],0.16,0.0,0.0,0.2,0.8500000000000001,sigmoid,sgd,0.6500000000000001,4,gaussian,"(-0.1, 0.1)",15,0.03922825911194257,0.92
[4],0.16,0.0,0.0,0.2,0.8500000000000001,sigmoid,sgd,0.7500000000000002,2,gaussian,"(-0.1, 0.1)",15,0.03317984766933918,0.92
[4],0.16,0.0,0.0,0.2,0.8500000000000001,sigmoid,sgd,0.7500000000000002,4,gaussian,"(-0.1, 0.1)",15,0.04013969742473415,0.92
[4],0.16,0.0,0.0,0.2,0.8500000000000001,sigmoid,sgd,0.8000000000000003,2,gaussian,"(-0.1, 0.1)",15,0.03343206005548513,0.92
[4],0.16,0.0,0.0,0.2,0.8500000000000001,sigmoid,sgd,0.8000000000000003,4,gaussian,"(-0.1, 0.1)",15,0.04065978452850416,0.92
[4],0.16,0.0,0.0,0.2,0.8500000000000001,sigmoid,sgd,0.5,2,gaussian,"(-0.1, 0.1)",15,0.03187283559903532,0.92
[4],0.16,0.0,0.0,0.2,0.8500000000000001,sigmoid,sgd,0.5,4,gaussian,"(-0.1, 0.1)",15,0.03778980845154548,0.92
[4],0.16,0.0,0.0,0.2,0.9000000000000001,sigmoid,sgd,0.6500000000000001,2,gaussian,"(-0.1, 0.1)",15,0.0278653191525567,0.92
[4],0.16,0.0,0.0,0.2,0.9000000000000001,sigmoid,sgd,0.6500000000000001,4,gaussian,"(-0.1, 0.1)",15,0.035497988120144014,0.92
[4],0.16,0.0,0.0,0.2,0.9000000000000001,sigmoid,sgd,0.7500000000000002,2,gaussian,"(-0.1, 0.1)",15,0.028416702898182145,0.92
[4],0.16,0.0,0.0,0.2,0.9000000000000001,sigmoid,sgd,0.7500000000000002,4,gaussian,"(-0.1, 0.1)",15,0.03656839748772134,0.92
[4],0.16,0.0,0.0,0.2,0.9000000000000001,sigmoid,sgd,0.8000000000000003,2,gaussian,"(-0.1, 0.1)",15,0.02874086068119681,0.92
[4],0.16,0.0,0.0,0.2,0.9000000000000001,sigmoid,sgd,0.8000000000000003,4,gaussian,"(-0.1, 0.1)",15,0.037039699023086944,0.92
[4],0.16,0.0,0.0,0.2,0.9000000000000001,sigmoid,sgd,0.5,2,gaussian,"(-0.1, 0.1)",15,0.027484670946567268,0.92
[4],0.16,0.0,0.0,0.2,0.9000000000000001,sigmoid,sgd,0.5,4,gaussian,"(-0.1, 0.1)",15,0.0340142003699203,0.92
[4],0.16,0.0,0.0,0.25,0.8,sigmoid,sgd,0.6500000000000001,2,gaussian,"(-0.1, 0.1)",15,0.0365990313721383,0.92
[4],0.16,0.0,0.0,0.25,0.8,sigmoid,sgd,0.6500000000000001,4,gaussian,"(-0.1, 0.1)",15,0.054972502679083754,0.92
[4],0.16,0.0,0.0,0.25,0.8,sigmoid,sgd,0.7500000000000002,2,gaussian,"(-0.1, 0.1)",15,0.03772966033264685,0.92
[4],0.16,0.0,0.0,0.25,0.8,sigmoid,sgd,0.7500000000000002,4,gaussian,"(-0.1, 0.1)",15,0.05943310340281001,0.92
[4],0.16,0.0,0.0,0.25,0.8,sigmoid,sgd,0.8000000000000003,2,gaussian,"(-0.1, 0.1)",15,0.038166456407360036,0.92
[4],0.16,0.0,0.0,0.25,0.8,sigmoid,sgd,0.8000000000000003,4,gaussian,"(-0.1, 0.1)",15,0.06175561470772938,0.92
[4],0.16,0.0,0.0,0.25,0.8,sigmoid,sgd,0.5,2,gaussian,"(-0.1, 0.1)",15,0.03429480904609237,0.92
[4],0.16,0.0,0.0,0.25,0.8,sigmoid,sgd,0.5,4,gaussian,"(-0.1, 0.1)",15,0.049166529739843326,0.92
[4],0.16,0.0,0.0,0.25,0.8500000000000001,sigmoid,sgd,0.6500000000000001,2,gaussian,"(-0.1, 0.1)",15,0.0341359393105406,0.92
[4],0.16,0.0,0.0,0.25,0.8500000000000001,sigmoid,sgd,0.6500000000000001,4,gaussian,"(-0.1, 0.1)",15,0.04256697642598141,0.92
[4],0.16,0.0,0.0,0.25,0.8500000000000001,sigmoid,sgd,0.7500000000000002,2,gaussian,"(-0.1, 0.1)",15,0.035086971020598524,0.92
[4],0.16,0.0,0.0,0.25,0.8500000000000001,sigmoid,sgd,0.7500000000000002,4,gaussian,"(-0.1, 0.1)",15,0.04428121582807891,0.92
[4],0.16,0.0,0.0,0.25,0.8500000000000001,sigmoid,sgd,0.8000000000000003,2,gaussian,"(-0.1, 0.1)",15,0.03548359989525482,0.92
[4],0.16,0.0,0.0,0.25,0.8500000000000001,sigmoid,sgd,0.8000000000000003,4,gaussian,"(-0.1, 0.1)",15,0.045367048867485146,0.92
[4],0.16,0.0,0.0,0.25,0.8500000000000001,sigmoid,sgd,0.5,2,gaussian,"(-0.1, 0.1)",15,0.03221245192126109,0.92
[4],0.16,0.0,0.0,0.25,0.8500000000000001,sigmoid,sgd,0.5,4,gaussian,"(-0.1, 0.1)",15,0.04095373740986246,0.92
[4],0.16,0.0,0.0,0.25,0.9000000000000001,sigmoid,sgd,0.6500000000000001,2,gaussian,"(-0.1, 0.1)",15,0.030611076553849755,0.92
[4],0.16,0.0,0.0,0.25,0.9000000000000001,sigmoid,sgd,0.6500000000000001,4,gaussian,"(-0.1, 0.1)",15,0.040128117847600446,0.92
[4],0.16,0.0,0.0,0.25,0.9000000000000001,sigmoid,sgd,0.7500000000000002,2,gaussian,"(-0.1, 0.1)",15,0.03158623181310848,0.92
[4],0.16,0.0,0.0,0.25,0.9000000000000001,sigmoid,sgd,0.7500000000000002,4,gaussian,"(-0.1, 0.1)",15,0.040323580204422296,0.92
[4],0.16,0.0,0.0,0.25,0.9000000000000001,sigmoid,sgd,0.8000000000000003,2,gaussian,"(-0.1, 0.1)",15,0.03196211251290936,0.92
[4],0.16,0.0,0.0,0.25,0.9000000000000001,sigmoid,sgd,0.8000000000000003,4,gaussian,"(-0.1, 0.1)",15,0.04046758258359666,0.92
[4],0.16,0.0,0.0,0.25,0.9000000000000001,sigmoid,sgd,0.5,2,gaussian,"(-0.1, 0.1)",15,0.02907154608488746,0.92
[4],0.16,0.0,0.0,0.25,0.9000000000000001,sigmoid,sgd,0.5,4,gaussian,"(-0.1, 0.1)",15,0.03961368558867907,0.92
[4],0.16,0.0,0.0,0.05,0.8,sigmoid,sgd,0.6500000000000001,2,gaussian,"(-0.1, 0.1)",15,0.031359340828544746,0.92
[4],0.16,0.0,0.0,0.05,0.8,sigmoid,sgd,0.6500000000000001,4,gaussian,"(-0.1, 0.1)",15,0.03987628103729555,0.92
[4],0.16,0.0,0.0,0.05,0.8,sigmoid,sgd,0.7500000000000002,2,gaussian,"(-0.1, 0.1)",15,0.03186069920635545,0.92
[4],0.16,0.0,0.0,0.05,0.8,sigmoid,sgd,0.7500000000000002,4,gaussian,"(-0.1, 0.1)",15,0.0411136810357515,0.92
