n_hidden,learning_rate,reg_lambda,l1_lambda,dropout_rate,momentum,activation,optimizer,lr_decay,batch_size,weight_init,init_range,patience,val_loss,val_accuracy
[3],0.16,0.0,0.0,0.15000000000000002,0.8,sigmoid,sgd,0.6500000000000001,2,gaussian,"(-0.1, 0.1)",15,0.028433769502197396,0.92
[3],0.16,0.0,0.0,0.15000000000000002,0.8,sigmoid,sgd,0.6500000000000001,4,gaussian,"(-0.1, 0.1)",15,0.04594328070666226,0.92
[3],0.16,0.0,0.0,0.15000000000000002,0.8,sigmoid,sgd,0.7500000000000002,2,gaussian,"(-0.1, 0.1)",15,0.02895035706812305,0.92
[3],0.16,0.0,0.0,0.15000000000000002,0.8,sigmoid,sgd,0.7500000000000002,4,gaussian,"(-0.1, 0.1)",15,0.05151110764101243,0.92
[3],0.16,0.0,0.0,0.15000000000000002,0.8,sigmoid,sgd,0.8000000000000003,2,gaussian,"(-0.1, 0.1)",15,0.029283369208666223,0.92
[3],0.16,0.0,0.0,0.15000000000000002,0.8,sigmoid,sgd,0.8000000000000003,4,gaussian,"(-0.1, 0.1)",15,0.05481759803564919,0.92
[3],0.16,0.0,0.0,0.15000000000000002,0.8,sigmoid,sgd,0.5,2,gaussian,"(-0.1, 0.1)",15,0.029178050935448386,0.92
[3],0.16,0.0,0.0,0.15000000000000002,0.8,sigmoid,sgd,0.5,4,gaussian,"(-0.1, 0.1)",15,0.03994180767212355,0.92
[3],0.16,0.0,0.0,0.15000000000000002,0.8500000000000001,sigmoid,sgd,0.6500000000000001,2,gaussian,"(-0.1, 0.1)",15,0.02915843083451163,0.92
[3],0.16,0.0,0.0,0.15000000000000002,0.8500000000000001,sigmoid,sgd,0.6500000000000001,4,gaussian,"(-0.1, 0.1)",15,0.03491293046264609,0.92
[3],0.16,0.0,0.0,0.15000000000000002,0.8500000000000001,sigmoid,sgd,0.7500000000000002,2,gaussian,"(-0.1, 0.1)",15,0.029643994696876442,0.92
[3],0.16,0.0,0.0,0.15000000000000002,0.8500000000000001,sigmoid,sgd,0.7500000000000002,4,gaussian,"(-0.1, 0.1)",15,0.036825134463404394,0.92
[3],0.16,0.0,0.0,0.15000000000000002,0.8500000000000001,sigmoid,sgd,0.8000000000000003,2,gaussian,"(-0.1, 0.1)",15,0.02989929664174933,0.92
[3],0.16,0.0,0.0,0.15000000000000002,0.8500000000000001,sigmoid,sgd,0.8000000000000003,4,gaussian,"(-0.1, 0.1)",15,0.037805279655115445,0.92
[3],0.16,0.0,0.0,0.15000000000000002,0.8500000000000001,sigmoid,sgd,0.5,2,gaussian,"(-0.1, 0.1)",15,0.028596410031649585,0.92
[3],0.16,0.0,0.0,0.15000000000000002,0.8500000000000001,sigmoid,sgd,0.5,4,gaussian,"(-0.1, 0.1)",15,0.03216664433526556,0.92
[3],0.16,0.0,0.0,0.15000000000000002,0.9000000000000001,sigmoid,sgd,0.6500000000000001,2,gaussian,"(-0.1, 0.1)",15,0.028370345828992574,0.96
[3],0.16,0.0,0.0,0.15000000000000002,0.9000000000000001,sigmoid,sgd,0.6500000000000001,4,gaussian,"(-0.1, 0.1)",15,0.028345593915055516,0.92
[3],0.16,0.0,0.0,0.15000000000000002,0.9000000000000001,sigmoid,sgd,0.7500000000000002,2,gaussian,"(-0.1, 0.1)",15,0.028520107836363447,0.92
[3],0.16,0.0,0.0,0.15000000000000002,0.9000000000000001,sigmoid,sgd,0.7500000000000002,4,gaussian,"(-0.1, 0.1)",15,0.02928333584698618,0.92
[3],0.16,0.0,0.0,0.15000000000000002,0.9000000000000001,sigmoid,sgd,0.8000000000000003,2,gaussian,"(-0.1, 0.1)",15,0.028617981276068565,0.92
[3],0.16,0.0,0.0,0.15000000000000002,0.9000000000000001,sigmoid,sgd,0.8000000000000003,4,gaussian,"(-0.1, 0.1)",15,0.029781829454452163,0.92
[3],0.16,0.0,0.0,0.15000000000000002,0.9000000000000001,sigmoid,sgd,0.5,2,gaussian,"(-0.1, 0.1)",15,0.028208090105293716,0.96
[3],0.16,0.0,0.0,0.15000000000000002,0.9000000000000001,sigmoid,sgd,0.5,4,gaussian,"(-0.1, 0.1)",15,0.027161036796683767,0.96
[3],0.16,0.0,0.0,0.2,0.8,sigmoid,sgd,0.6500000000000001,2,gaussian,"(-0.1, 0.1)",15,0.03211356195434658,0.92
[3],0.16,0.0,0.0,0.2,0.8,sigmoid,sgd,0.6500000000000001,4,gaussian,"(-0.1, 0.1)",15,0.060500059586468306,0.92
[3],0.16,0.0,0.0,0.2,0.8,sigmoid,sgd,0.7500000000000002,2,gaussian,"(-0.1, 0.1)",15,0.03289002149830734,0.92
[3],0.16,0.0,0.0,0.2,0.8,sigmoid,sgd,0.7500000000000002,4,gaussian,"(-0.1, 0.1)",15,0.0666268305542739,0.92
[3],0.16,0.0,0.0,0.2,0.8,sigmoid,sgd,0.8000000000000003,2,gaussian,"(-0.1, 0.1)",15,0.033291987476947164,0.92
[3],0.16,0.0,0.0,0.2,0.8,sigmoid,sgd,0.8000000000000003,4,gaussian,"(-0.1, 0.1)",15,0.0697874666529121,0.92
[3],0.16,0.0,0.0,0.2,0.8,sigmoid,sgd,0.5,2,gaussian,"(-0.1, 0.1)",15,0.03128125095528672,0.92
[3],0.16,0.0,0.0,0.2,0.8,sigmoid,sgd,0.5,4,gaussian,"(-0.1, 0.1)",15,0.05189937151671476,0.92
[3],0.16,0.0,0.0,0.2,0.8500000000000001,sigmoid,sgd,0.6500000000000001,2,gaussian,"(-0.1, 0.1)",15,0.030782445523935973,0.92
[3],0.16,0.0,0.0,0.2,0.8500000000000001,sigmoid,sgd,0.6500000000000001,4,gaussian,"(-0.1, 0.1)",15,0.0364655256059401,0.92
[3],0.16,0.0,0.0,0.2,0.8500000000000001,sigmoid,sgd,0.7500000000000002,2,gaussian,"(-0.1, 0.1)",15,0.031217900599983365,0.92
[3],0.16,0.0,0.0,0.2,0.8500000000000001,sigmoid,sgd,0.7500000000000002,4,gaussian,"(-0.1, 0.1)",15,0.03903235957392476,0.92
[3],0.16,0.0,0.0,0.2,0.8500000000000001,sigmoid,sgd,0.8000000000000003,2,gaussian,"(-0.1, 0.1)",15,0.031432553827470254,0.92
[3],0.16,0.0,0.0,0.2,0.8500000000000001,sigmoid,sgd,0.8000000000000003,4,gaussian,"(-0.1, 0.1)",15,0.040396457414568966,0.92
[3],0.16,0.0,0.0,0.2,0.8500000000000001,sigmoid,sgd,0.5,2,gaussian,"(-0.1, 0.1)",15,0.030245083792854874,0.92
[3],0.16,0.0,0.0,0.2,0.8500000000000001,sigmoid,sgd,0.5,4,gaussian,"(-0.1, 0.1)",15,0.03292458264339019,0.92
[3],0.16,0.0,0.0,0.2,0.9000000000000001,sigmoid,sgd,0.6500000000000001,2,gaussian,"(-0.1, 0.1)",15,0.029514094478090766,0.92
[3],0.16,0.0,0.0,0.2,0.9000000000000001,sigmoid,sgd,0.6500000000000001,4,gaussian,"(-0.1, 0.1)",15,0.029390647294220376,0.92
[3],0.16,0.0,0.0,0.2,0.9000000000000001,sigmoid,sgd,0.7500000000000002,2,gaussian,"(-0.1, 0.1)",15,0.029709153252676028,0.92
[3],0.16,0.0,0.0,0.2,0.9000000000000001,sigmoid,sgd,0.7500000000000002,4,gaussian,"(-0.1, 0.1)",15,0.030499675401071978,0.92
[3],0.16,0.0,0.0,0.2,0.9000000000000001,sigmoid,sgd,0.8000000000000003,2,gaussian,"(-0.1, 0.1)",15,0.029817512631869218,0.92
[3],0.16,0.0,0.0,0.2,0.9000000000000001,sigmoid,sgd,0.8000000000000003,4,gaussian,"(-0.1, 0.1)",15,0.031053738634670425,0.92
[3],0.16,0.0,0.0,0.2,0.9000000000000001,sigmoid,sgd,0.5,2,gaussian,"(-0.1, 0.1)",15,0.029501056483657036,0.92
[3],0.16,0.0,0.0,0.2,0.9000000000000001,sigmoid,sgd,0.5,4,gaussian,"(-0.1, 0.1)",15,0.027783191831964146,0.92
[3],0.16,0.0,0.0,0.25,0.8,sigmoid,sgd,0.6500000000000001,2,gaussian,"(-0.1, 0.1)",15,0.032162087826432234,0.92
[3],0.16,0.0,0.0,0.25,0.8,sigmoid,sgd,0.6500000000000001,4,gaussian,"(-0.1, 0.1)",15,0.03795472253354317,0.92
[3],0.16,0.0,0.0,0.25,0.8,sigmoid,sgd,0.7500000000000002,2,gaussian,"(-0.1, 0.1)",15,0.03318878461725878,0.92
[3],0.16,0.0,0.0,0.25,0.8,sigmoid,sgd,0.7500000000000002,4,gaussian,"(-0.1, 0.1)",15,0.03994470803944511,0.92
[3],0.16,0.0,0.0,0.25,0.8,sigmoid,sgd,0.8000000000000003,2,gaussian,"(-0.1, 0.1)",15,0.03366442963799097,0.92
[3],0.16,0.0,0.0,0.25,0.8,sigmoid,sgd,0.8000000000000003,4,gaussian,"(-0.1, 0.1)",15,0.04102788307720833,0.92
[3],0.16,0.0,0.0,0.25,0.8,sigmoid,sgd,0.5,2,gaussian,"(-0.1, 0.1)",15,0.03048911677032291,0.92
[3],0.16,0.0,0.0,0.25,0.8,sigmoid,sgd,0.5,4,gaussian,"(-0.1, 0.1)",15,0.03520807997320405,0.92
[3],0.16,0.0,0.0,0.25,0.8500000000000001,sigmoid,sgd,0.6500000000000001,2,gaussian,"(-0.1, 0.1)",15,0.0325098211829977,0.92
[3],0.16,0.0,0.0,0.25,0.8500000000000001,sigmoid,sgd,0.6500000000000001,4,gaussian,"(-0.1, 0.1)",15,0.03384287233920556,0.92
[3],0.16,0.0,0.0,0.25,0.8500000000000001,sigmoid,sgd,0.7500000000000002,2,gaussian,"(-0.1, 0.1)",15,0.0329941647137469,0.92
[3],0.16,0.0,0.0,0.25,0.8500000000000001,sigmoid,sgd,0.7500000000000002,4,gaussian,"(-0.1, 0.1)",15,0.03514853690614685,0.92
[3],0.16,0.0,0.0,0.25,0.8500000000000001,sigmoid,sgd,0.8000000000000003,2,gaussian,"(-0.1, 0.1)",15,0.0332469675540193,0.92
[3],0.16,0.0,0.0,0.25,0.8500000000000001,sigmoid,sgd,0.8000000000000003,4,gaussian,"(-0.1, 0.1)",15,0.035790604462294213,0.92
[3],0.16,0.0,0.0,0.25,0.8500000000000001,sigmoid,sgd,0.5,2,gaussian,"(-0.1, 0.1)",15,0.03168122472041948,0.92
[3],0.16,0.0,0.0,0.25,0.8500000000000001,sigmoid,sgd,0.5,4,gaussian,"(-0.1, 0.1)",15,0.03176295982309625,0.92
[3],0.16,0.0,0.0,0.25,0.9000000000000001,sigmoid,sgd,0.6500000000000001,2,gaussian,"(-0.1, 0.1)",15,0.032140599973322526,0.92
[3],0.16,0.0,0.0,0.25,0.9000000000000001,sigmoid,sgd,0.6500000000000001,4,gaussian,"(-0.1, 0.1)",15,0.0297376739165674,0.92
[3],0.16,0.0,0.0,0.25,0.9000000000000001,sigmoid,sgd,0.7500000000000002,2,gaussian,"(-0.1, 0.1)",15,0.032068428837982756,0.92
[3],0.16,0.0,0.0,0.25,0.9000000000000001,sigmoid,sgd,0.7500000000000002,4,gaussian,"(-0.1, 0.1)",15,0.030720856894806095,0.92
[3],0.16,0.0,0.0,0.25,0.9000000000000001,sigmoid,sgd,0.8000000000000003,2,gaussian,"(-0.1, 0.1)",15,0.03207283650223832,0.92
[3],0.16,0.0,0.0,0.25,0.9000000000000001,sigmoid,sgd,0.8000000000000003,4,gaussian,"(-0.1, 0.1)",15,0.031194628615366128,0.92
[3],0.16,0.0,0.0,0.25,0.9000000000000001,sigmoid,sgd,0.5,2,gaussian,"(-0.1, 0.1)",15,0.03243150577235761,0.92
[3],0.16,0.0,0.0,0.25,0.9000000000000001,sigmoid,sgd,0.5,4,gaussian,"(-0.1, 0.1)",15,0.02816371642050327,0.92
[3],0.16,0.0,0.0,0.05,0.8,sigmoid,sgd,0.6500000000000001,2,gaussian,"(-0.1, 0.1)",15,0.032393110855046266,0.92
[3],0.16,0.0,0.0,0.05,0.8,sigmoid,sgd,0.6500000000000001,4,gaussian,"(-0.1, 0.1)",15,0.03734337539164,0.92
[3],0.16,0.0,0.0,0.05,0.8,sigmoid,sgd,0.7500000000000002,2,gaussian,"(-0.1, 0.1)",15,0.03269974658285834,0.92
[3],0.16,0.0,0.0,0.05,0.8,sigmoid,sgd,0.7500000000000002,4,gaussian,"(-0.1, 0.1)",15,0.03918429184880162,0.92
[3],0.16,0.0,0.0,0.05,0.8,sigmoid,sgd,0.8000000000000003,2,gaussian,"(-0.1, 0.1)",15,0.032885759616114243,0.92
[3],0.16,0.0,0.0,0.05,0.8,sigmoid,sgd,0.8000000000000003,4,gaussian,"(-0.1, 0.1)",15,0.04022694000231388,0.92
[3],0.16,0.0,0.0,0.05,0.8,sigmoid,sgd,0.5,2,gaussian,"(-0.1, 0.1)",15,0.032135641331886476,0.92
[3],0.16,0.0,0.0,0.05,0.8,sigmoid,sgd,0.5,4,gaussian,"(-0.1, 0.1)",15,0.035091672257748,0.92
[3],0.16,0.0,0.0,0.05,0.8500000000000001,sigmoid,sgd,0.6500000000000001,2,gaussian,"(-0.1, 0.1)",15,0.031961136184252836,0.92
[3],0.16,0.0,0.0,0.05,0.8500000000000001,sigmoid,sgd,0.6500000000000001,4,gaussian,"(-0.1, 0.1)",15,0.03428399914200246,0.92
[3],0.16,0.0,0.0,0.05,0.8500000000000001,sigmoid,sgd,0.7500000000000002,2,gaussian,"(-0.1, 0.1)",15,0.03200222928476344,0.92
[3],0.16,0.0,0.0,0.05,0.8500000000000001,sigmoid,sgd,0.7500000000000002,4,gaussian,"(-0.1, 0.1)",15,0.03523990730065525,0.92
[3],0.16,0.0,0.0,0.05,0.8500000000000001,sigmoid,sgd,0.8000000000000003,2,gaussian,"(-0.1, 0.1)",15,0.032044116944914776,0.92
[3],0.16,0.0,0.0,0.05,0.8500000000000001,sigmoid,sgd,0.8000000000000003,4,gaussian,"(-0.1, 0.1)",15,0.035731770238251276,0.92
[3],0.16,0.0,0.0,0.05,0.8500000000000001,sigmoid,sgd,0.5,2,gaussian,"(-0.1, 0.1)",15,0.03203332062854483,0.92
[3],0.16,0.0,0.0,0.05,0.8500000000000001,sigmoid,sgd,0.5,4,gaussian,"(-0.1, 0.1)",15,0.03284918448765908,0.92
[3],0.16,0.0,0.0,0.05,0.9000000000000001,sigmoid,sgd,0.6500000000000001,2,gaussian,"(-0.1, 0.1)",15,0.031769710541380135,0.92
[3],0.16,0.0,0.0,0.05,0.9000000000000001,sigmoid,sgd,0.6500000000000001,4,gaussian,"(-0.1, 0.1)",15,0.031807201295786285,0.92
[3],0.16,0.0,0.0,0.05,0.9000000000000001,sigmoid,sgd,0.7500000000000002,2,gaussian,"(-0.1, 0.1)",15,0.031645365725567275,0.92
[3],0.16,0.0,0.0,0.05,0.9000000000000001,sigmoid,sgd,0.7500000000000002,4,gaussian,"(-0.1, 0.1)",15,0.03222070058550028,0.92
[3],0.16,0.0,0.0,0.05,0.9000000000000001,sigmoid,sgd,0.8000000000000003,2,gaussian,"(-0.1, 0.1)",15,0.03160598131816852,0.92
[3],0.16,0.0,0.0,0.05,0.9000000000000001,sigmoid,sgd,0.8000000000000003,4,gaussian,"(-0.1, 0.1)",15,0.03245682984487311,0.92
[3],0.16,0.0,0.0,0.05,0.9000000000000001,sigmoid,sgd,0.5,2,gaussian,"(-0.1, 0.1)",15,0.03209387688881478,0.92
[3],0.16,0.0,0.0,0.05,0.9000000000000001,sigmoid,sgd,0.5,4,gaussian,"(-0.1, 0.1)",15,0.031367691682008494,0.92
[4],0.16,0.0,0.0,0.15000000000000002,0.8,sigmoid,sgd,0.6500000000000001,2,gaussian,"(-0.1, 0.1)",15,0.029416259211672412,0.92
[4],0.16,0.0,0.0,0.15000000000000002,0.8,sigmoid,sgd,0.6500000000000001,4,gaussian,"(-0.1, 0.1)",15,0.0393097940011647,0.92
[4],0.16,0.0,0.0,0.15000000000000002,0.8,sigmoid,sgd,0.7500000000000002,2,gaussian,"(-0.1, 0.1)",15,0.030391505081793623,0.92
[4],0.16,0.0,0.0,0.15000000000000002,0.8,sigmoid,sgd,0.7500000000000002,4,gaussian,"(-0.1, 0.1)",15,0.04136829134387551,0.92
[4],0.16,0.0,0.0,0.15000000000000002,0.8,sigmoid,sgd,0.8000000000000003,2,gaussian,"(-0.1, 0.1)",15,0.03086965139376863,0.92
[4],0.16,0.0,0.0,0.15000000000000002,0.8,sigmoid,sgd,0.8000000000000003,4,gaussian,"(-0.1, 0.1)",15,0.04263775672403465,0.92
[4],0.16,0.0,0.0,0.15000000000000002,0.8,sigmoid,sgd,0.5,2,gaussian,"(-0.1, 0.1)",15,0.02794571484356055,0.92
[4],0.16,0.0,0.0,0.15000000000000002,0.8,sigmoid,sgd,0.5,4,gaussian,"(-0.1, 0.1)",15,0.036971033824398335,0.92
[4],0.16,0.0,0.0,0.15000000000000002,0.8500000000000001,sigmoid,sgd,0.6500000000000001,2,gaussian,"(-0.1, 0.1)",15,0.02806916738128941,0.92
[4],0.16,0.0,0.0,0.15000000000000002,0.8500000000000001,sigmoid,sgd,0.6500000000000001,4,gaussian,"(-0.1, 0.1)",15,0.03579074773578062,0.92
